Date,Parameter,Value,Unit of measure
Sep-07,Fuel usage,72.0,litres
Oct-07,Fuel usage,900.0,litres
Oct-07,Fuel usage,2100.0,litres
Oct-07,Fuel usage,3162.0,litres
Oct-07,Fuel usage,117.0,litres
Nov-07,Fuel usage,4212.0,litres
Nov-07,Fuel usage,6100.0,litres
Nov-07,Fuel usage,21620.0,litres
Nov-07,Fuel usage,50.0,litres
Dec-07,Fuel usage,942.0,litres
Dec-07,Fuel usage,4900.0,litres
Dec-07,Fuel usage,21816.0,litres
Dec-07,Fuel usage,210.0,litres
Jan-08,Fuel usage,1203.0,litres
Jan-08,Fuel usage,4100.0,litres
Jan-08,Fuel usage,22730.0,litres
Jan-08,Fuel usage,224.0,litres
Feb-08,Fuel usage,738.0,litres
Feb-08,Fuel usage,3500.0,litres
Feb-08,Fuel usage,12662.0,litres
Feb-08,Fuel usage,99.0,litres
Mar-08,Fuel usage,774.0,litres
Mar-08,Fuel usage,1180.0,litres
Mar-08,Fuel usage,380.0,litres
Apr-08,Fuel usage,314.0,litres
Apr-08,Fuel usage,500.0,litres
Apr-08,Fuel usage,1252.0,litres
Apr-08,Fuel usage,100.0,litres
May-08,Fuel usage,457.0,litres
May-08,Fuel usage,500.0,litres
May-08,Fuel usage,1030.0,litres
Jun-08,Fuel usage,785.0,litres
Jun-08,Fuel usage,2700.0,litres
Jun-08,Fuel usage,950.0,litres
Jun-08,Fuel usage,10.0,litres
Jul-08,Fuel usage,596.0,litres
Jul-08,Fuel usage,2100.0,litres
Jul-08,Fuel usage,1015.0,litres
Jul-08,Fuel usage,85.0,litres
Aug-08,Fuel usage,505.0,litres
Aug-08,Fuel usage,1400.0,litres
Aug-08,Fuel usage,1105.0,litres
Sep-08,Fuel usage,1335.0,litres
Sep-08,Fuel usage,1000.0,litres
Sep-08,Fuel usage,10489.0,litres
Sep-08,Fuel usage,0.0,litres
Oct-08,Fuel usage,1840.0,litres
Oct-08,Fuel usage,6250.0,litres
Oct-08,Fuel usage,11752.0,litres
Oct-08,Fuel usage,135.0,litres
Nov-08,Fuel usage,100.0,litres
Nov-08,Fuel usage,7200.0,litres
Nov-08,Fuel usage,11662.0,litres
Nov-08,Fuel usage,247.0,litres
Dec-08,Fuel usage,250.0,litres
Dec-08,Fuel usage,1750.0,litres
Dec-08,Fuel usage,47007.0,litres
Dec-08,Fuel usage,135.0,litres
Jan-09,Fuel usage,1600.0,litres
Jan-09,Fuel usage,5100.0,litres
Jan-09,Fuel usage,52051.0,litres
Jan-09,Fuel usage,210.0,litres
Feb-09,Fuel usage,3550.0,litres
Feb-09,Fuel usage,6200.0,litres
Feb-09,Fuel usage,27832.0,litres
Feb-09,Fuel usage,160.0,litres
Mar-09,Fuel usage,1800.0,litres
Mar-09,Fuel usage,2490.0,litres
Mar-09,Fuel usage,8994.0,litres
Mar-09,Fuel usage,945.0,litres
Apr-09,Fuel usage,436.0,litres
Apr-09,Fuel usage,950.0,litres
Apr-09,Fuel usage,3875.0,litres
Apr-09,Fuel usage,155.0,litres
May-09,Fuel usage,1900.0,litres
May-09,Fuel usage,670.0,litres
May-09,Fuel usage,3136.0,litres
May-09,Fuel usage,10.0,litres
Jun-09,Fuel usage,2270.0,litres
Jun-09,Fuel usage,810.0,litres
Jun-09,Fuel usage,5365.0,litres
Jun-09,Fuel usage,0.0,litres
Jul-09,Fuel usage,1771.0,litres
Jul-09,Fuel usage,660.0,litres
Jul-09,Fuel usage,2963.0,litres
Jul-09,Fuel usage,0.0,litres
Aug-09,Fuel usage,1885.0,litres
Aug-09,Fuel usage,750.0,litres
Aug-09,Fuel usage,6580.0,litres
Aug-09,Fuel usage,73.0,litres
Sep-09,Fuel usage,904.0,litres
Sep-09,Fuel usage,550.0,litres
Sep-09,Fuel usage,7811.0,litres
Sep-09,Fuel usage,0.0,litres
Oct-09,Fuel usage,1560.0,litres
Oct-09,Fuel usage,950.0,litres
Oct-09,Fuel usage,7949.0,litres
Oct-09,Fuel usage,163.0,litres
Nov-09,Fuel usage,1260.0,litres
Nov-09,Fuel usage,5600.0,litres
Nov-09,Fuel usage,41880.0,litres
Nov-09,Fuel usage,467.0,litres
Dec-09,Fuel usage,1740.0,litres
Dec-09,Fuel usage,3500.0,litres
Dec-09,Fuel usage,51778.0,litres
Dec-09,Fuel usage,30.0,litres
Jan-10,Fuel usage,1780.0,litres
Jan-10,Fuel usage,8400.0,litres
Jan-10,Fuel usage,51981.0,litres
Jan-10,Fuel usage,75.0,litres
Feb-10,Fuel usage,1415.0,litres
Feb-10,Fuel usage,5200.0,litres
Feb-10,Fuel usage,45305.0,litres
Feb-10,Fuel usage,90.0,litres
Mar-10,Fuel usage,884.0,litres
Mar-10,Fuel usage,3500.0,litres
Mar-10,Fuel usage,8347.0,litres
Mar-10,Fuel usage,470.0,litres
Apr-10,Fuel usage,1067.0,litres
Apr-10,Fuel usage,4200.0,litres
Apr-10,Fuel usage,6532.0,litres
Apr-10,Fuel usage,639.0,litres
May-10,Fuel usage,1157.0,litres
May-10,Fuel usage,3000.0,litres
May-10,Fuel usage,5239.0,litres
May-10,Fuel usage,1276.0,litres
Jun-10,Fuel usage,804.0,litres
Jun-10,Fuel usage,4275.0,litres
Jun-10,Fuel usage,2199.0,litres
Jun-10,Fuel usage,317.0,litres
Jul-10,Fuel usage,1421.0,litres
Jul-10,Fuel usage,2300.0,litres
Jul-10,Fuel usage,2063.0,litres
Jul-10,Fuel usage,332.0,litres
Aug-10,Fuel usage,961.0,litres
Aug-10,Fuel usage,1900.0,litres
Aug-10,Fuel usage,8023.0,litres
Aug-10,Fuel usage,422.0,litres
Sep-10,Fuel usage,1640.0,litres
Sep-10,Fuel usage,3100.0,litres
Sep-10,Fuel usage,10215.0,litres
Sep-10,Fuel usage,187.0,litres
Oct-10,Fuel usage,2200.0,litres
Oct-10,Fuel usage,4900.0,litres
Oct-10,Fuel usage,4000.0,litres
Oct-10,Fuel usage,122.0,litres
Nov-10,Fuel usage,2200.0,litres
Nov-10,Fuel usage,6000.0,litres
Nov-10,Fuel usage,46064.0,litres
Nov-10,Fuel usage,74.0,litres
Dec-10,Fuel usage,1173.0,litres
Dec-10,Fuel usage,1259.0,litres
Dec-10,Fuel usage,16635.0,litres
Dec-10,Fuel usage,90.0,litres
Jan-11,Fuel usage,1895.0,litres
Jan-11,Fuel usage,2226.0,litres
Jan-11,Fuel usage,40053.0,litres
Jan-11,Fuel usage,186.0,litres
Feb-11,Fuel usage,2230.0,litres
Feb-11,Fuel usage,711.0,litres
Feb-11,Fuel usage,37886.0,litres
Feb-11,Fuel usage,60.0,litres
Mar-11,Fuel usage,1500.0,litres
Mar-11,Fuel usage,1739.0,litres
Mar-11,Fuel usage,11299.0,litres
Mar-11,Fuel usage,348.0,litres
Apr-11,Fuel usage,600.0,litres
Apr-11,Fuel usage,1230.0,litres
Apr-11,Fuel usage,7449.0,litres
Apr-11,Fuel usage,1332.0,litres
May-11,Fuel usage,1300.0,litres
May-11,Fuel usage,127.0,litres
May-11,Fuel usage,3085.0,litres
May-11,Fuel usage,819.0,litres
Jun-11,Fuel usage,1700.0,litres
Jun-11,Fuel usage,2338.0,litres
Jun-11,Fuel usage,5563.0,litres
Jun-11,Fuel usage,336.0,litres
Jul-11,Fuel usage,1200.0,litres
Jul-11,Fuel usage,3520.0,litres
Jul-11,Fuel usage,4942.0,litres
Jul-11,Fuel usage,690.0,litres
Aug-11,Fuel usage,1150.0,litres
Aug-11,Fuel usage,4300.0,litres
Aug-11,Fuel usage,6503.0,litres
Aug-11,Fuel usage,110.0,litres
Sep-11,Fuel usage,1250.0,litres
Sep-11,Fuel usage,1580.0,litres
Sep-11,Fuel usage,1602.0,litres
Sep-11,Fuel usage,114.0,litres
Oct-11,Fuel usage,1500.0,litres
Oct-11,Fuel usage,1180.0,litres
Oct-11,Fuel usage,8894.0,litres
Oct-11,Fuel usage,100.0,litres
Nov-11,Fuel usage,800.0,litres
Nov-11,Fuel usage,4600.0,litres
Nov-11,Fuel usage,47954.0,litres
Nov-11,Fuel usage,100.0,litres
Dec-11,Fuel usage,1400.0,litres
Dec-11,Fuel usage,3500.0,litres
Dec-11,Fuel usage,32500.0,litres
Dec-11,Fuel usage,97.0,litres
Jan-12,Fuel usage,1350.0,litres
Jan-12,Fuel usage,4200.0,litres
Jan-12,Fuel usage,43800.0,litres
Jan-12,Fuel usage,100.0,litres
Jan-12,Fuel usage,24000.0,litres
Feb-12,Fuel usage,1550.0,litres
Feb-12,Fuel usage,394.0,litres
Feb-12,Fuel usage,30615.0,litres
Feb-12,Fuel usage,125.0,litres
Feb-12,Fuel usage,16000.0,litres
Mar-12,Fuel usage,1650.0,litres
Mar-12,Fuel usage,2600.0,litres
Mar-12,Fuel usage,33600.0,litres
Mar-12,Fuel usage,131.0,litres
Mar-12,Fuel usage,18000.0,litres
Apr-12,Fuel usage,830.0,litres
Apr-12,Fuel usage,520.0,litres
Apr-12,Fuel usage,1824.0,litres
Apr-12,Fuel usage,969.0,litres
Apr-12,Fuel usage,0.0,litres
May-12,Fuel usage,670.0,litres
May-12,Fuel usage,700.0,litres
May-12,Fuel usage,6000.0,litres
May-12,Fuel usage,64.0,litres
May-12,Fuel usage,0.0,litres
Jun-12,Fuel usage,950.0,litres
Jun-12,Fuel usage,530.0,litres
Jun-12,Fuel usage,2000.0,litres
Jun-12,Fuel usage,0.0,litres
Jul-12,Fuel usage,2600.0,litres
Jul-12,Fuel usage,530.0,litres
Jul-12,Fuel usage,17000.0,litres
Jul-12,Fuel usage,0.0,litres
Jul-12,Fuel usage,10000.0,litres
Aug-12,Fuel usage,1420.0,litres
Aug-12,Fuel usage,1020.0,litres
Aug-12,Fuel usage,9000.0,litres
Aug-12,Fuel usage,86.0,litres
Aug-12,Fuel usage,0.0,litres
Sep-12,Fuel usage,1780.0,litres
Sep-12,Fuel usage,2630.0,litres
Sep-12,Fuel usage,15200.0,litres
Sep-12,Fuel usage,66.0,litres
Sep-12,Fuel usage,9200.0,litres
Oct-12,Fuel usage,1730.0,litres
Oct-12,Fuel usage,3460.0,litres
Oct-12,Fuel usage,14600.0,litres
Oct-12,Fuel usage,73.0,litres
Oct-12,Fuel usage,9300.0,litres
Nov-12,Fuel usage,2130.0,litres
Nov-12,Fuel usage,2580.0,litres
Nov-12,Fuel usage,41892.0,litres
Nov-12,Fuel usage,0.0,litres
Nov-12,Fuel usage,23292.0,litres
Mar-13,Fuel usage,1200.0,litres
Mar-13,Fuel usage,630.0,litres
Mar-13,Fuel usage,4680.0,litres
Mar-13,Fuel usage,340.0,litres
Mar-13,Fuel usage,0.0,litres
Apr-13,Fuel usage,550.0,litres
Apr-13,Fuel usage,940.0,litres
Apr-13,Fuel usage,2325.0,litres
Apr-13,Fuel usage,103.0,litres
Apr-13,Fuel usage,0.0,litres
May-13,Fuel usage,1150.0,litres
May-13,Fuel usage,620.0,litres
May-13,Fuel usage,2711.0,litres
May-13,Fuel usage,240.0,litres
May-13,Fuel usage,0.0,litres
Jun-13,Fuel usage,800.0,litres
Jun-13,Fuel usage,1380.0,litres
Jun-13,Fuel usage,4549.0,litres
Jun-13,Fuel usage,112.0,litres
Jun-13,Fuel usage,0.0,litres
Jul-13,Fuel usage,1400.0,litres
Jul-13,Fuel usage,1600.0,litres
Jul-13,Fuel usage,4549.0,litres
Jul-13,Fuel usage,100.0,litres
Jul-13,Fuel usage,0.0,litres
Aug-13,Fuel usage,3700.0,litres
Aug-13,Fuel usage,2290.0,litres
Aug-13,Fuel usage,8639.0,litres
Aug-13,Fuel usage,75.0,litres
Aug-13,Fuel usage,0.0,litres
Sep-13,Fuel usage,1200.0,litres
Sep-13,Fuel usage,2090.0,litres
Sep-13,Fuel usage,6290.0,litres
Sep-13,Fuel usage,114.0,litres
Sep-13,Fuel usage,0.0,litres
Oct-13,Fuel usage,1700.0,litres
Oct-13,Fuel usage,4860.0,litres
Oct-13,Fuel usage,12932.0,litres
Oct-13,Fuel usage,111.0,litres
Oct-13,Fuel usage,887.0,litres
Nov-13,Fuel usage,2500.0,litres
Nov-13,Fuel usage,8020.0,litres
Nov-13,Fuel usage,17210.0,litres
Nov-13,Fuel usage,97.0,litres
Nov-13,Fuel usage,2750.0,litres
Dec-13,Fuel usage,900.0,litres
Dec-13,Fuel usage,10610.0,litres
Dec-13,Fuel usage,61356.0,litres
Dec-13,Fuel usage,283.0,litres
Dec-13,Fuel usage,14156.0,litres
Jan-14,Fuel usage,1200.0,litres
Jan-14,Fuel usage,840.0,litres
Jan-14,Fuel usage,26349.0,litres
Jan-14,Fuel usage,316.0,litres
Jan-14,Fuel usage,13349.0,litres
Feb-14,Fuel usage,1250.0,litres
Feb-14,Fuel usage,219.0,litres
Feb-14,Fuel usage,18125.0,litres
Feb-14,Fuel usage,83.0,litres
Feb-14,Fuel usage,13925.0,litres
Mar-14,Fuel usage,950.0,litres
Mar-14,Fuel usage,908.0,litres
Mar-14,Fuel usage,8000.0,litres
Mar-14,Fuel usage,880.0,litres
Mar-14,Fuel usage,3000.0,litres
Apr-14,Fuel usage,196.0,litres
Apr-14,Fuel usage,7500.0,litres
Apr-14,Fuel usage,109.0,litres
Apr-14,Fuel usage,0.0,litres
May-14,Fuel usage,615.0,litres
May-14,Fuel usage,26.0,litres
May-14,Fuel usage,13919.0,litres
May-14,Fuel usage,174.0,litres
May-14,Fuel usage,0.0,litres
Jun-14,Fuel usage,1530.0,litres
Jun-14,Fuel usage,150.0,litres
Jun-14,Fuel usage,5500.0,litres
Jun-14,Fuel usage,0.0,litres
Jul-14,Fuel usage,1130.0,litres
Jul-14,Fuel usage,1700.0,litres
Jul-14,Fuel usage,5000.0,litres
Jul-14,Fuel usage,199.0,litres
Jul-14,Fuel usage,0.0,litres
Aug-14,Fuel usage,696.0,litres
Aug-14,Fuel usage,2800.0,litres
Aug-14,Fuel usage,10000.0,litres
Aug-14,Fuel usage,0.0,litres
Jun-15,Fuel usage,1220.0,litres
Jun-15,Fuel usage,8195.0,litres
Jun-15,Fuel usage,161.0,litres
Jun-15,Fuel usage,0.0,litres
Jul-15,Fuel usage,1860.0,litres
Jul-15,Fuel usage,3720.0,litres
Jul-15,Fuel usage,23.0,litres
Jul-15,Fuel usage,0.0,litres
Aug-15,Fuel usage,2530.0,litres
Aug-15,Fuel usage,3550.0,litres
Aug-15,Fuel usage,9466.0,litres
Aug-15,Fuel usage,97.0,litres
Aug-15,Fuel usage,1605.0,litres
Sep-15,Fuel usage,955.0,litres
Sep-15,Fuel usage,5960.0,litres
Sep-15,Fuel usage,18726.0,litres
Sep-15,Fuel usage,56.0,litres
Sep-15,Fuel usage,8841.0,litres
Oct-15,Fuel usage,2437.0,litres
Oct-15,Fuel usage,7370.0,litres
Oct-15,Fuel usage,19999.0,litres
Oct-15,Fuel usage,677.0,litres
Oct-15,Fuel usage,12387.0,litres
Nov-15,Fuel usage,1310.0,litres
Nov-15,Fuel usage,7480.0,litres
Nov-15,Fuel usage,36047.0,litres
Nov-15,Fuel usage,138.0,litres
Nov-15,Fuel usage,18547.0,litres
Dec-15,Fuel usage,1398.0,litres
Dec-15,Fuel usage,10740.0,litres
Dec-15,Fuel usage,34924.0,litres
Dec-15,Fuel usage,142.0,litres
Dec-15,Fuel usage,11930.0,litres
Jan-16,Fuel usage,431.0,litres
Jan-16,Fuel usage,1090.0,litres
Jan-16,Fuel usage,59414.0,litres
Jan-16,Fuel usage,130.0,litres
Jan-16,Fuel usage,12000.0,litres
Feb-16,Fuel usage,2720.0,litres
Feb-16,Fuel usage,32505.0,litres
Feb-16,Fuel usage,113.0,litres
Feb-16,Fuel usage,15500.0,litres
Jan-86,Station electricity usage,131866.0,kWh
Jan-86,Station electricity usage,,kWh
Jan-86,Station electricity usage,118850.0,kWh
Jan-86,Station electricity usage,31457.0,kWh
Feb-86,Station electricity usage,,kWh
Feb-86,Station electricity usage,118646.0,kWh
Feb-86,Station electricity usage,26969.0,kWh
Mar-86,Station electricity usage,132624.0,kWh
Mar-86,Station electricity usage,,kWh
Mar-86,Station electricity usage,138179.0,kWh
Mar-86,Station electricity usage,32276.0,kWh
Apr-86,Station electricity usage,159096.0,kWh
Apr-86,Station electricity usage,,kWh
Apr-86,Station electricity usage,139818.0,kWh
Apr-86,Station electricity usage,29256.0,kWh
May-86,Station electricity usage,168630.0,kWh
May-86,Station electricity usage,150854.0,kWh
May-86,Station electricity usage,33720.0,kWh
Jun-86,Station electricity usage,171122.0,kWh
Jun-86,Station electricity usage,144110.0,kWh
Jun-86,Station electricity usage,33010.0,kWh
Jul-86,Station electricity usage,171248.0,kWh
Jul-86,Station electricity usage,147306.0,kWh
Jul-86,Station electricity usage,20964.0,kWh
Aug-86,Station electricity usage,172494.0,kWh
Aug-86,Station electricity usage,143744.0,kWh
Aug-86,Station electricity usage,33830.0,kWh
Sep-86,Station electricity usage,159418.0,kWh
Sep-86,Station electricity usage,124296.0,kWh
Sep-86,Station electricity usage,34996.0,kWh
Oct-86,Station electricity usage,153104.0,kWh
Oct-86,Station electricity usage,136664.0,kWh
Oct-86,Station electricity usage,33328.0,kWh
Nov-86,Station electricity usage,139720.0,kWh
Nov-86,Station electricity usage,136144.0,kWh
Nov-86,Station electricity usage,32597.0,kWh
Dec-86,Station electricity usage,130816.0,kWh
Dec-86,Station electricity usage,128394.0,kWh
Dec-86,Station electricity usage,33073.0,kWh
Jan-87,Station electricity usage,122822.0,kWh
Jan-87,Station electricity usage,86724.0,kWh
Jan-87,Station electricity usage,120176.0,kWh
Jan-87,Station electricity usage,34480.0,kWh
Feb-87,Station electricity usage,132034.0,kWh
Feb-87,Station electricity usage,86772.0,kWh
Feb-87,Station electricity usage,110416.0,kWh
Feb-87,Station electricity usage,30840.0,kWh
Mar-87,Station electricity usage,147854.0,kWh
Mar-87,Station electricity usage,116412.0,kWh
Mar-87,Station electricity usage,103316.0,kWh
Mar-87,Station electricity usage,38837.0,kWh
Apr-87,Station electricity usage,154140.0,kWh
Apr-87,Station electricity usage,112080.0,kWh
Apr-87,Station electricity usage,140220.0,kWh
Apr-87,Station electricity usage,43144.0,kWh
May-87,Station electricity usage,168210.0,kWh
May-87,Station electricity usage,127392.0,kWh
May-87,Station electricity usage,153421.0,kWh
May-87,Station electricity usage,47421.0,kWh
Jun-87,Station electricity usage,162050.0,kWh
Jun-87,Station electricity usage,126104.0,kWh
Jun-87,Station electricity usage,139992.0,kWh
Jun-87,Station electricity usage,48693.0,kWh
Jul-87,Station electricity usage,172536.0,kWh
Jul-87,Station electricity usage,123288.0,kWh
Jul-87,Station electricity usage,154842.0,kWh
Jul-87,Station electricity usage,32024.0,kWh
Aug-87,Station electricity usage,177730.0,kWh
Aug-87,Station electricity usage,132648.0,kWh
Aug-87,Station electricity usage,96418.0,kWh
Aug-87,Station electricity usage,46993.0,kWh
Sep-87,Station electricity usage,162652.0,kWh
Sep-87,Station electricity usage,126840.0,kWh
Sep-87,Station electricity usage,181322.0,kWh
Sep-87,Station electricity usage,45428.0,kWh
Oct-87,Station electricity usage,152180.0,kWh
Oct-87,Station electricity usage,119172.0,kWh
Oct-87,Station electricity usage,175537.0,kWh
Oct-87,Station electricity usage,46764.0,kWh
Nov-87,Station electricity usage,133476.0,kWh
Nov-87,Station electricity usage,107580.0,kWh
Nov-87,Station electricity usage,144610.0,kWh
Nov-87,Station electricity usage,44383.0,kWh
Dec-87,Station electricity usage,112042.0,kWh
Dec-87,Station electricity usage,106924.0,kWh
Dec-87,Station electricity usage,137540.0,kWh
Dec-87,Station electricity usage,44280.0,kWh
Jan-88,Station electricity usage,127806.0,kWh
Jan-88,Station electricity usage,105960.0,kWh
Jan-88,Station electricity usage,95333.0,kWh
Jan-88,Station electricity usage,44588.0,kWh
Feb-88,Station electricity usage,135464.0,kWh
Feb-88,Station electricity usage,66120.0,kWh
Feb-88,Station electricity usage,136666.0,kWh
Feb-88,Station electricity usage,42240.0,kWh
Mar-88,Station electricity usage,156758.0,kWh
Mar-88,Station electricity usage,22920.0,kWh
Mar-88,Station electricity usage,161660.0,kWh
Mar-88,Station electricity usage,50178.0,kWh
Apr-88,Station electricity usage,157332.0,kWh
Apr-88,Station electricity usage,18050.0,kWh
Apr-88,Station electricity usage,149992.0,kWh
Apr-88,Station electricity usage,49899.0,kWh
May-88,Station electricity usage,156170.0,kWh
May-88,Station electricity usage,116956.0,kWh
May-88,Station electricity usage,163136.0,kWh
May-88,Station electricity usage,53003.0,kWh
Jun-88,Station electricity usage,161112.0,kWh
Jun-88,Station electricity usage,123360.0,kWh
Jun-88,Station electricity usage,156012.0,kWh
Jun-88,Station electricity usage,55528.0,kWh
Jul-88,Station electricity usage,168574.0,kWh
Jul-88,Station electricity usage,137760.0,kWh
Jul-88,Station electricity usage,169270.0,kWh
Jul-88,Station electricity usage,52846.0,kWh
Aug-88,Station electricity usage,162932.0,kWh
Aug-88,Station electricity usage,138240.0,kWh
Aug-88,Station electricity usage,172756.0,kWh
Aug-88,Station electricity usage,54003.0,kWh
Sep-88,Station electricity usage,157766.0,kWh
Sep-88,Station electricity usage,128040.0,kWh
Sep-88,Station electricity usage,161908.0,kWh
Sep-88,Station electricity usage,52533.0,kWh
Oct-88,Station electricity usage,154014.0,kWh
Oct-88,Station electricity usage,125180.0,kWh
Oct-88,Station electricity usage,162206.0,kWh
Oct-88,Station electricity usage,48714.0,kWh
Nov-88,Station electricity usage,138446.0,kWh
Nov-88,Station electricity usage,48460.0,kWh
Nov-88,Station electricity usage,163268.0,kWh
Nov-88,Station electricity usage,51034.0,kWh
Dec-88,Station electricity usage,121030.0,kWh
Dec-88,Station electricity usage,,kWh
Dec-88,Station electricity usage,148060.0,kWh
Dec-88,Station electricity usage,45413.0,kWh
Jan-89,Station electricity usage,124600.0,kWh
Jan-89,Station electricity usage,90900.0,kWh
Jan-89,Station electricity usage,143638.0,kWh
Jan-89,Station electricity usage,41638.0,kWh
Feb-89,Station electricity usage,126434.0,kWh
Feb-89,Station electricity usage,89856.0,kWh
Feb-89,Station electricity usage,153915.0,kWh
Feb-89,Station electricity usage,42056.0,kWh
Mar-89,Station electricity usage,142380.0,kWh
Mar-89,Station electricity usage,121200.0,kWh
Mar-89,Station electricity usage,142832.0,kWh
Mar-89,Station electricity usage,51474.0,kWh
Apr-89,Station electricity usage,143206.0,kWh
Apr-89,Station electricity usage,127476.0,kWh
Apr-89,Station electricity usage,132312.0,kWh
Apr-89,Station electricity usage,48553.0,kWh
May-89,Station electricity usage,161770.0,kWh
May-89,Station electricity usage,146580.0,kWh
May-89,Station electricity usage,167520.0,kWh
May-89,Station electricity usage,52314.0,kWh
Jun-89,Station electricity usage,104020.0,kWh
Jun-89,Station electricity usage,134280.0,kWh
Jun-89,Station electricity usage,167004.0,kWh
Jun-89,Station electricity usage,52300.0,kWh
Jul-89,Station electricity usage,181580.0,kWh
Jul-89,Station electricity usage,140016.0,kWh
Jul-89,Station electricity usage,169968.0,kWh
Jul-89,Station electricity usage,52655.0,kWh
Aug-89,Station electricity usage,,kWh
Aug-89,Station electricity usage,135744.0,kWh
Aug-89,Station electricity usage,163476.0,kWh
Aug-89,Station electricity usage,50442.0,kWh
Sep-89,Station electricity usage,,kWh
Sep-89,Station electricity usage,125388.0,kWh
Sep-89,Station electricity usage,149760.0,kWh
Sep-89,Station electricity usage,46584.0,kWh
Oct-89,Station electricity usage,,kWh
Oct-89,Station electricity usage,120600.0,kWh
Oct-89,Station electricity usage,161232.0,kWh
Oct-89,Station electricity usage,46548.0,kWh
Nov-89,Station electricity usage,,kWh
Nov-89,Station electricity usage,110028.0,kWh
Nov-89,Station electricity usage,152820.0,kWh
Nov-89,Station electricity usage,47581.0,kWh
Dec-89,Station electricity usage,,kWh
Dec-89,Station electricity usage,112128.0,kWh
Dec-89,Station electricity usage,146214.0,kWh
Dec-89,Station electricity usage,46305.0,kWh
Jan-90,Station electricity usage,181580.0,kWh
Jan-90,Station electricity usage,113088.0,kWh
Jan-90,Station electricity usage,129300.0,kWh
Jan-90,Station electricity usage,41248.0,kWh
Feb-90,Station electricity usage,186899.0,kWh
Feb-90,Station electricity usage,116868.0,kWh
Feb-90,Station electricity usage,137472.0,kWh
Feb-90,Station electricity usage,36631.0,kWh
Mar-90,Station electricity usage,,kWh
Mar-90,Station electricity usage,133632.0,kWh
Mar-90,Station electricity usage,149808.0,kWh
Mar-90,Station electricity usage,44538.0,kWh
Apr-90,Station electricity usage,,kWh
Apr-90,Station electricity usage,128160.0,kWh
Apr-90,Station electricity usage,152784.0,kWh
Apr-90,Station electricity usage,44669.0,kWh
May-90,Station electricity usage,166082.0,kWh
May-90,Station electricity usage,150204.0,kWh
May-90,Station electricity usage,171804.0,kWh
May-90,Station electricity usage,53736.0,kWh
Jun-90,Station electricity usage,175014.0,kWh
Jun-90,Station electricity usage,146256.0,kWh
Jun-90,Station electricity usage,179856.0,kWh
Jun-90,Station electricity usage,50626.0,kWh
Jul-90,Station electricity usage,178906.0,kWh
Jul-90,Station electricity usage,159468.0,kWh
Jul-90,Station electricity usage,171120.0,kWh
Jul-90,Station electricity usage,50312.0,kWh
Aug-90,Station electricity usage,181720.0,kWh
Aug-90,Station electricity usage,150048.0,kWh
Aug-90,Station electricity usage,181680.0,kWh
Aug-90,Station electricity usage,52301.0,kWh
Sep-90,Station electricity usage,150010.0,kWh
Sep-90,Station electricity usage,144108.0,kWh
Sep-90,Station electricity usage,178332.0,kWh
Sep-90,Station electricity usage,51416.0,kWh
Oct-90,Station electricity usage,161238.0,kWh
Oct-90,Station electricity usage,139560.0,kWh
Oct-90,Station electricity usage,183408.0,kWh
Oct-90,Station electricity usage,50114.0,kWh
Nov-90,Station electricity usage,131782.0,kWh
Nov-90,Station electricity usage,127488.0,kWh
Nov-90,Station electricity usage,161052.0,kWh
Nov-90,Station electricity usage,47325.0,kWh
Dec-90,Station electricity usage,128192.0,kWh
Dec-90,Station electricity usage,120156.0,kWh
Dec-90,Station electricity usage,149135.0,kWh
Dec-90,Station electricity usage,46173.0,kWh
Jan-91,Station electricity usage,117964.0,kWh
Jan-91,Station electricity usage,110172.0,kWh
Jan-91,Station electricity usage,148392.0,kWh
Jan-91,Station electricity usage,47809.0,kWh
Feb-91,Station electricity usage,131684.0,kWh
Feb-91,Station electricity usage,118440.0,kWh
Feb-91,Station electricity usage,117396.0,kWh
Feb-91,Station electricity usage,44671.0,kWh
Mar-91,Station electricity usage,152712.0,kWh
Mar-91,Station electricity usage,148800.0,kWh
Mar-91,Station electricity usage,,kWh
Mar-91,Station electricity usage,46266.0,kWh
Apr-91,Station electricity usage,161686.0,kWh
Apr-91,Station electricity usage,131520.0,kWh
Apr-91,Station electricity usage,,kWh
Apr-91,Station electricity usage,43851.0,kWh
May-91,Station electricity usage,186438.0,kWh
May-91,Station electricity usage,152280.0,kWh
May-91,Station electricity usage,116712.0,kWh
May-91,Station electricity usage,49110.0,kWh
Jun-91,Station electricity usage,177912.0,kWh
Jun-91,Station electricity usage,145056.0,kWh
Jun-91,Station electricity usage,188340.0,kWh
Jun-91,Station electricity usage,47484.0,kWh
Jul-91,Station electricity usage,186186.0,kWh
Jul-91,Station electricity usage,153600.0,kWh
Jul-91,Station electricity usage,202560.0,kWh
Jul-91,Station electricity usage,47482.0,kWh
Aug-91,Station electricity usage,189812.0,kWh
Aug-91,Station electricity usage,153120.0,kWh
Aug-91,Station electricity usage,,kWh
Aug-91,Station electricity usage,49464.0,kWh
Sep-91,Station electricity usage,177030.0,kWh
Sep-91,Station electricity usage,159960.0,kWh
Sep-91,Station electricity usage,,kWh
Sep-91,Station electricity usage,44704.0,kWh
Oct-91,Station electricity usage,170240.0,kWh
Oct-91,Station electricity usage,145200.0,kWh
Oct-91,Station electricity usage,168204.0,kWh
