Date,Parameter,Value,Unit of measure
Feb-10,Fuel usage,300.0,litres
Mar-10,Fuel usage,1300.0,litres
Mar-10,Fuel usage,1500.0,litres
Mar-10,Fuel usage,650.0,litres
Mar-10,Fuel usage,700.0,litres
Apr-10,Fuel usage,1750.0,litres
Apr-10,Fuel usage,700.0,litres
Apr-10,Fuel usage,550.0,litres
Apr-10,Fuel usage,1200.0,litres
May-10,Fuel usage,750.0,litres
May-10,Fuel usage,500.0,litres
May-10,Fuel usage,450.0,litres
Jun-10,Fuel usage,401.0,litres
Jun-10,Fuel usage,1000.0,litres
Jun-10,Fuel usage,430.0,litres
Jun-10,Fuel usage,50.0,litres
Jul-10,Fuel usage,750.0,litres
Jul-10,Fuel usage,400.0,litres
Jul-10,Fuel usage,300.0,litres
Jul-10,Fuel usage,550.0,litres
Aug-10,Fuel usage,375.0,litres
Aug-10,Fuel usage,600.0,litres
Aug-10,Fuel usage,300.0,litres
Aug-10,Fuel usage,800.0,litres
Sep-10,Fuel usage,800.0,litres
Sep-10,Fuel usage,600.0,litres
Sep-10,Fuel usage,200.0,litres
Sep-10,Fuel usage,300.0,litres
Oct-10,Fuel usage,750.0,litres
Oct-10,Fuel usage,1000.0,litres
Oct-10,Fuel usage,550.0,litres
Oct-10,Fuel usage,480.0,litres
Nov-10,Fuel usage,650.0,litres
Nov-10,Fuel usage,1200.0,litres
Nov-10,Fuel usage,1300.0,litres
Nov-10,Fuel usage,300.0,litres
Dec-10,Fuel usage,400.0,litres
Dec-10,Fuel usage,1650.0,litres
Dec-10,Fuel usage,1700.0,litres
Dec-10,Fuel usage,530.0,litres
Jan-11,Fuel usage,590.0,litres
Jan-11,Fuel usage,1950.0,litres
Jan-11,Fuel usage,1200.0,litres
Jan-11,Fuel usage,600.0,litres
Feb-11,Fuel usage,1250.0,litres
Feb-11,Fuel usage,1300.0,litres
Feb-11,Fuel usage,1900.0,litres
Feb-11,Fuel usage,300.0,litres
Mar-11,Fuel usage,1450.0,litres
Mar-11,Fuel usage,1200.0,litres
Mar-11,Fuel usage,900.0,litres
Mar-11,Fuel usage,480.0,litres
Apr-11,Fuel usage,400.0,litres
Apr-11,Fuel usage,1050.0,litres
Apr-11,Fuel usage,500.0,litres
Apr-11,Fuel usage,750.0,litres
May-11,Fuel usage,550.0,litres
May-11,Fuel usage,950.0,litres
May-11,Fuel usage,300.0,litres
May-11,Fuel usage,670.0,litres
Jun-11,Fuel usage,600.0,litres
Jun-11,Fuel usage,550.0,litres
Jun-11,Fuel usage,250.0,litres
Jul-11,Fuel usage,500.0,litres
Jul-11,Fuel usage,1050.0,litres
Jul-11,Fuel usage,850.0,litres
Jul-11,Fuel usage,503.0,litres
Aug-11,Fuel usage,390.0,litres
Aug-11,Fuel usage,800.0,litres
Aug-11,Fuel usage,200.0,litres
Aug-11,Fuel usage,400.0,litres
Sep-11,Fuel usage,360.0,litres
Sep-11,Fuel usage,850.0,litres
Sep-11,Fuel usage,450.0,litres
Sep-11,Fuel usage,500.0,litres
Oct-11,Fuel usage,200.0,litres
Oct-11,Fuel usage,900.0,litres
Oct-11,Fuel usage,800.0,litres
Oct-11,Fuel usage,312.0,litres
Nov-11,Fuel usage,475.0,litres
Nov-11,Fuel usage,1900.0,litres
Nov-11,Fuel usage,650.0,litres
Nov-11,Fuel usage,400.0,litres
Dec-11,Fuel usage,375.0,litres
Dec-11,Fuel usage,1900.0,litres
Dec-11,Fuel usage,500.0,litres
Dec-11,Fuel usage,300.0,litres
Jan-12,Fuel usage,300.0,litres
Jan-12,Fuel usage,400.0,litres
Jan-12,Fuel usage,1900.0,litres
Jan-12,Fuel usage,520.0,litres
Feb-12,Fuel usage,950.0,litres
Feb-12,Fuel usage,1200.0,litres
Feb-12,Fuel usage,1000.0,litres
Feb-12,Fuel usage,400.0,litres
Mar-12,Fuel usage,900.0,litres
Mar-12,Fuel usage,4500.0,litres
Mar-12,Fuel usage,800.0,litres
Mar-12,Fuel usage,451.0,litres
Apr-12,Fuel usage,800.0,litres
Apr-12,Fuel usage,700.0,litres
Apr-12,Fuel usage,1600.0,litres
Apr-12,Fuel usage,201.0,litres
May-12,Fuel usage,490.0,litres
May-12,Fuel usage,900.0,litres
May-12,Fuel usage,460.0,litres
May-12,Fuel usage,310.0,litres
Jun-12,Fuel usage,120.0,litres
Jun-12,Fuel usage,200.0,litres
Jun-12,Fuel usage,900.0,litres
Jun-12,Fuel usage,600.0,litres
Jul-12,Fuel usage,280.0,litres
Jul-12,Fuel usage,200.0,litres
Jul-12,Fuel usage,700.0,litres
Jul-12,Fuel usage,500.0,litres
Aug-12,Fuel usage,350.0,litres
Aug-12,Fuel usage,1000.0,litres
Aug-12,Fuel usage,1200.0,litres
Aug-12,Fuel usage,200.0,litres
Sep-12,Fuel usage,150.0,litres
Sep-12,Fuel usage,200.0,litres
Sep-12,Fuel usage,650.0,litres
Sep-12,Fuel usage,600.0,litres
Oct-12,Fuel usage,50.0,litres
Oct-12,Fuel usage,1200.0,litres
Oct-12,Fuel usage,600.0,litres
Oct-12,Fuel usage,550.0,litres
Nov-12,Fuel usage,50.0,litres
Nov-12,Fuel usage,1000.0,litres
Nov-12,Fuel usage,600.0,litres
Nov-12,Fuel usage,700.0,litres
Mar-13,Fuel usage,1050.0,litres
Mar-13,Fuel usage,2800.0,litres
Mar-13,Fuel usage,500.0,litres
Mar-13,Fuel usage,2192.0,litres
Apr-13,Fuel usage,700.0,litres
Apr-13,Fuel usage,1000.0,litres
Apr-13,Fuel usage,400.0,litres
Apr-13,Fuel usage,1300.0,litres
May-13,Fuel usage,1100.0,litres
May-13,Fuel usage,1200.0,litres
May-13,Fuel usage,500.0,litres
May-13,Fuel usage,650.0,litres
Jun-13,Fuel usage,700.0,litres
Jun-13,Fuel usage,1050.0,litres
Jun-13,Fuel usage,100.0,litres
Jun-13,Fuel usage,600.0,litres
Jul-13,Fuel usage,500.0,litres
Jul-13,Fuel usage,2200.0,litres
Jul-13,Fuel usage,400.0,litres
Jul-13,Fuel usage,501.0,litres
Aug-13,Fuel usage,1200.0,litres
Aug-13,Fuel usage,550.0,litres
Aug-13,Fuel usage,500.0,litres
Aug-13,Fuel usage,451.0,litres
Sep-13,Fuel usage,400.0,litres
Sep-13,Fuel usage,450.0,litres
Sep-13,Fuel usage,100.0,litres
Oct-13,Fuel usage,900.0,litres
Oct-13,Fuel usage,150.0,litres
Oct-13,Fuel usage,500.0,litres
Nov-13,Fuel usage,1000.0,litres
Nov-13,Fuel usage,150.0,litres
Nov-13,Fuel usage,350.0,litres
Dec-13,Fuel usage,850.0,litres
Dec-13,Fuel usage,1000.0,litres
Dec-13,Fuel usage,1100.0,litres
Dec-13,Fuel usage,401.0,litres
Jan-14,Fuel usage,1400.0,litres
Jan-14,Fuel usage,1100.0,litres
Jan-14,Fuel usage,1000.0,litres
Jan-14,Fuel usage,740.0,litres
Feb-14,Fuel usage,1500.0,litres
Feb-14,Fuel usage,550.0,litres
Feb-14,Fuel usage,1000.0,litres
Feb-14,Fuel usage,400.0,litres
Mar-14,Fuel usage,350.0,litres
Mar-14,Fuel usage,550.0,litres
Mar-14,Fuel usage,200.0,litres
Mar-14,Fuel usage,1800.0,litres
Apr-14,Fuel usage,400.0,litres
Apr-14,Fuel usage,500.0,litres
Apr-14,Fuel usage,300.0,litres
Apr-14,Fuel usage,1460.0,litres
May-14,Fuel usage,750.0,litres
May-14,Fuel usage,500.0,litres
May-14,Fuel usage,700.0,litres
May-14,Fuel usage,900.0,litres
Jun-14,Fuel usage,800.0,litres
Jun-14,Fuel usage,400.0,litres
Jun-14,Fuel usage,300.0,litres
Jun-14,Fuel usage,500.0,litres
Jul-14,Fuel usage,750.0,litres
Jul-14,Fuel usage,300.0,litres
Jul-14,Fuel usage,720.0,litres
Aug-14,Fuel usage,600.0,litres
Aug-14,Fuel usage,400.0,litres
Jun-15,Fuel usage,1100.0,litres
Jun-15,Fuel usage,550.0,litres
Jun-15,Fuel usage,400.0,litres
Jun-15,Fuel usage,901.0,litres
Jul-15,Fuel usage,700.0,litres
Jul-15,Fuel usage,550.0,litres
Jul-15,Fuel usage,500.0,litres
Jul-15,Fuel usage,600.0,litres
Aug-15,Fuel usage,700.0,litres
Aug-15,Fuel usage,550.0,litres
Aug-15,Fuel usage,600.0,litres
Aug-15,Fuel usage,880.0,litres
Sep-15,Fuel usage,700.0,litres
Sep-15,Fuel usage,550.0,litres
Sep-15,Fuel usage,500.0,litres
Sep-15,Fuel usage,878.0,litres
Oct-15,Fuel usage,600.0,litres
Oct-15,Fuel usage,550.0,litres
Oct-15,Fuel usage,900.0,litres
Oct-15,Fuel usage,970.0,litres
Nov-15,Fuel usage,800.0,litres
Nov-15,Fuel usage,1600.0,litres
Nov-15,Fuel usage,100.0,litres
Nov-15,Fuel usage,841.0,litres
Dec-15,Fuel usage,600.0,litres
Dec-15,Fuel usage,2000.0,litres
Dec-15,Fuel usage,,litres
Dec-15,Fuel usage,1000.0,litres
Jan-16,Fuel usage,1300.0,litres
Jan-16,Fuel usage,2000.0,litres
Jan-16,Fuel usage,1100.0,litres
Feb-16,Fuel usage,1450.0,litres
Feb-16,Fuel usage,3000.0,litres
Feb-16,Fuel usage,900.0,litres
Mar-93,Fuel usage,3080.0,litres
Apr-93,Fuel usage,866.0,litres
May-93,Fuel usage,804.0,litres
Jun-93,Fuel usage,667.0,litres
Jul-93,Fuel usage,1021.0,litres
Aug-93,Fuel usage,1938.0,litres
Sep-93,Fuel usage,100.0,litres
Oct-93,Fuel usage,924.0,litres
Nov-93,Fuel usage,6000.0,litres
Dec-93,Fuel usage,6575.0,litres
May-94,Fuel usage,208.0,litres
Jun-94,Fuel usage,102.0,litres
Jul-94,Fuel usage,172.0,litres
Aug-94,Fuel usage,1206.0,litres
Sep-94,Fuel usage,397.0,litres
Oct-94,Fuel usage,2155.0,litres
Nov-94,Fuel usage,2000.0,litres
Dec-94,Fuel usage,2900.0,litres
Jan-95,Fuel usage,2010.0,litres
Feb-95,Fuel usage,3655.0,litres
Mar-95,Fuel usage,2375.0,litres
May-95,Fuel usage,425.0,litres
Jun-95,Fuel usage,140.0,litres
Jul-95,Fuel usage,158.0,litres
Aug-95,Fuel usage,274.0,litres
Sep-95,Fuel usage,477.0,litres
Oct-95,Fuel usage,2174.0,litres
Nov-95,Fuel usage,5801.0,litres
Dec-95,Fuel usage,3876.0,litres
Jan-96,Fuel usage,4535.0,litres
Feb-96,Fuel usage,10197.0,litres
Mar-96,Fuel usage,2583.0,litres
May-96,Fuel usage,924.0,litres
Jun-96,Fuel usage,905.0,litres
Jul-96,Fuel usage,886.0,litres
Aug-96,Fuel usage,2944.0,litres
Sep-96,Fuel usage,1014.0,litres
Oct-96,Fuel usage,2927.0,litres
Nov-96,Fuel usage,5661.0,litres
Dec-96,Fuel usage,500.0,litres
Jan-97,Fuel usage,2500.0,litres
Jan-97,Fuel usage,1170.0,litres
Jan-97,Fuel usage,3938.0,litres
Jan-97,Fuel usage,180.0,litres
Feb-97,Fuel usage,1020.0,litres
Feb-97,Fuel usage,1040.0,litres
Feb-97,Fuel usage,978.0,litres
Feb-97,Fuel usage,200.0,litres
Mar-97,Fuel usage,2600.0,litres
Mar-97,Fuel usage,1130.0,litres
Mar-97,Fuel usage,1737.0,litres
Mar-97,Fuel usage,200.0,litres
May-97,Fuel usage,300.0,litres
May-97,Fuel usage,240.0,litres
May-97,Fuel usage,648.0,litres
Jun-97,Fuel usage,10.0,litres
Jun-97,Fuel usage,850.0,litres
Jun-97,Fuel usage,375.0,litres
Jul-97,Fuel usage,340.0,litres
Jul-97,Fuel usage,1050.0,litres
Jul-97,Fuel usage,670.0,litres
Jul-97,Fuel usage,150.0,litres
Aug-97,Fuel usage,480.0,litres
Aug-97,Fuel usage,950.0,litres
Aug-97,Fuel usage,601.0,litres
Aug-97,Fuel usage,60.0,litres
Sep-97,Fuel usage,170.0,litres
Sep-97,Fuel usage,1190.0,litres
Sep-97,Fuel usage,278.0,litres
Sep-97,Fuel usage,256.0,litres
Oct-97,Fuel usage,150.0,litres
Oct-97,Fuel usage,3560.0,litres
Oct-97,Fuel usage,200.0,litres
Oct-97,Fuel usage,280.0,litres
Nov-97,Fuel usage,1150.0,litres
Nov-97,Fuel usage,2260.0,litres
Nov-97,Fuel usage,7423.0,litres
Nov-97,Fuel usage,412.0,litres
Dec-97,Fuel usage,500.0,litres
Dec-97,Fuel usage,890.0,litres
Dec-97,Fuel usage,5407.0,litres
Dec-97,Fuel usage,313.0,litres
Jan-98,Fuel usage,1600.0,litres
Jan-98,Fuel usage,810.0,litres
Jan-98,Fuel usage,3500.0,litres
Jan-98,Fuel usage,200.0,litres
Feb-98,Fuel usage,4375.0,litres
Feb-98,Fuel usage,620.0,litres
Feb-98,Fuel usage,2809.0,litres
Feb-98,Fuel usage,304.0,litres
Apr-98,Fuel usage,50.0,litres
Apr-98,Fuel usage,1040.0,litres
Apr-98,Fuel usage,2001.0,litres
Apr-98,Fuel usage,158.0,litres
May-98,Fuel usage,430.0,litres
May-98,Fuel usage,270.0,litres
May-98,Fuel usage,824.0,litres
May-98,Fuel usage,224.0,litres
Jun-98,Fuel usage,200.0,litres
Jun-98,Fuel usage,290.0,litres
Jun-98,Fuel usage,610.0,litres
Jun-98,Fuel usage,147.0,litres
Jul-98,Fuel usage,200.0,litres
Jul-98,Fuel usage,555.0,litres
Jul-98,Fuel usage,79.0,litres
Aug-98,Fuel usage,100.0,litres
Aug-98,Fuel usage,410.0,litres
Aug-98,Fuel usage,818.0,litres
Aug-98,Fuel usage,118.0,litres
Sep-98,Fuel usage,600.0,litres
Sep-98,Fuel usage,920.0,litres
Sep-98,Fuel usage,130.0,litres
Sep-98,Fuel usage,152.0,litres
Oct-98,Fuel usage,550.0,litres
Oct-98,Fuel usage,380.0,litres
Oct-98,Fuel usage,846.0,litres
Oct-98,Fuel usage,176.0,litres
Nov-98,Fuel usage,2000.0,litres
Nov-98,Fuel usage,2400.0,litres
Nov-98,Fuel usage,6031.0,litres
Nov-98,Fuel usage,354.0,litres
Dec-98,Fuel usage,1050.0,litres
Dec-98,Fuel usage,1600.0,litres
Dec-98,Fuel usage,3528.0,litres
Dec-98,Fuel usage,103.0,litres
Mar-99,Fuel usage,1800.0,litres
Mar-99,Fuel usage,1400.0,litres
Mar-99,Fuel usage,2970.0,litres
Mar-99,Fuel usage,155.0,litres
Apr-99,Fuel usage,50.0,litres
Apr-99,Fuel usage,1353.0,litres
Apr-99,Fuel usage,260.0,litres
May-99,Fuel usage,250.0,litres
May-99,Fuel usage,600.0,litres
May-99,Fuel usage,424.0,litres
May-99,Fuel usage,85.0,litres
Jun-99,Fuel usage,400.0,litres
Jun-99,Fuel usage,200.0,litres
Jun-99,Fuel usage,276.0,litres
Jun-99,Fuel usage,53.0,litres
Jul-99,Fuel usage,200.0,litres
Jul-99,Fuel usage,251.0,litres
Jul-99,Fuel usage,212.0,litres
Aug-99,Fuel usage,1400.0,litres
Aug-99,Fuel usage,,litres
Aug-99,Fuel usage,176.0,litres
Sep-99,Fuel usage,200.0,litres
Sep-99,Fuel usage,600.0,litres
Sep-99,Fuel usage,505.0,litres
Sep-99,Fuel usage,99.0,litres
Oct-99,Fuel usage,300.0,litres
Oct-99,Fuel usage,3400.0,litres
Oct-99,Fuel usage,1261.0,litres
Oct-99,Fuel usage,130.0,litres
Nov-99,Fuel usage,1600.0,litres
Nov-99,Fuel usage,1360.0,litres
Nov-99,Fuel usage,1422.0,litres
Nov-99,Fuel usage,323.0,litres
Dec-99,Fuel usage,1500.0,litres
Dec-99,Fuel usage,3346.0,litres
Dec-99,Fuel usage,243.0,litres
Jan-00,Fuel usage,200.0,litres
Jan-00,Fuel usage,1590.0,litres
Jan-00,Fuel usage,5692.0,litres
Jan-00,Fuel usage,252.0,litres
Feb-00,Fuel usage,400.0,litres
Feb-00,Fuel usage,1129.0,litres
Feb-00,Fuel usage,5702.0,litres
Feb-00,Fuel usage,141.0,litres
Mar-00,Fuel usage,400.0,litres
Mar-00,Fuel usage,1145.0,litres
Mar-00,Fuel usage,1609.0,litres
Mar-00,Fuel usage,449.0,litres
Apr-00,Fuel usage,346.0,litres
Apr-00,Fuel usage,441.0,litres
Apr-00,Fuel usage,1271.0,litres
Apr-00,Fuel usage,52.0,litres
May-00,Fuel usage,781.0,litres
May-00,Fuel usage,1559.0,litres
May-00,Fuel usage,161.0,litres
Jun-00,Fuel usage,400.0,litres
Jun-00,Fuel usage,638.0,litres
Jun-00,Fuel usage,683.0,litres
Jun-00,Fuel usage,170.0,litres
Jul-00,Fuel usage,100.0,litres
Jul-00,Fuel usage,209.0,litres
Jul-00,Fuel usage,1079.0,litres
Aug-00,Fuel usage,200.0,litres
Aug-00,Fuel usage,89.0,litres
Aug-00,Fuel usage,781.0,litres
Aug-00,Fuel usage,182.0,litres
Sep-00,Fuel usage,200.0,litres
Sep-00,Fuel usage,1491.0,litres
Sep-00,Fuel usage,1188.0,litres
Sep-00,Fuel usage,173.0,litres
Oct-00,Fuel usage,50.0,litres
Oct-00,Fuel usage,3336.0,litres
Oct-00,Fuel usage,1279.0,litres
Oct-00,Fuel usage,162.0,litres
Nov-00,Fuel usage,1350.0,litres
Nov-00,Fuel usage,1452.0,litres
Nov-00,Fuel usage,2430.0,litres
Nov-00,Fuel usage,517.0,litres
Dec-00,Fuel usage,4500.0,litres
Dec-00,Fuel usage,508.0,litres
Dec-00,Fuel usage,4846.0,litres
Dec-00,Fuel usage,294.0,litres
Jan-01,Fuel usage,1850.0,litres
Jan-01,Fuel usage,1480.0,litres
Jan-01,Fuel usage,5283.0,litres
Jan-01,Fuel usage,243.0,litres
Feb-01,Fuel usage,2250.0,litres
Feb-01,Fuel usage,790.0,litres
Feb-01,Fuel usage,4326.0,litres
Feb-01,Fuel usage,270.0,litres
Mar-01,Fuel usage,200.0,litres
Mar-01,Fuel usage,630.0,litres
Mar-01,Fuel usage,2941.0,litres
Mar-01,Fuel usage,325.0,litres
Apr-01,Fuel usage,250.0,litres
Apr-01,Fuel usage,600.0,litres
Apr-01,Fuel usage,934.0,litres
Apr-01,Fuel usage,160.0,litres
May-01,Fuel usage,0.0,litres
May-01,Fuel usage,,litres
May-01,Fuel usage,450.0,litres
May-01,Fuel usage,105.0,litres
Jun-01,Fuel usage,100.0,litres
Jun-01,Fuel usage,150.0,litres
Jun-01,Fuel usage,520.0,litres
Jun-01,Fuel usage,20.0,litres
Jul-01,Fuel usage,100.0,litres
Jul-01,Fuel usage,34.0,litres
Jul-01,Fuel usage,692.0,litres
Jul-01,Fuel usage,0.0,litres
Aug-01,Fuel usage,0.0,litres
Aug-01,Fuel usage,466.0,litres
Aug-01,Fuel usage,96.0,litres
Sep-01,Fuel usage,200.0,litres
Sep-01,Fuel usage,180.0,litres
Sep-01,Fuel usage,617.0,litres
Sep-01,Fuel usage,142.0,litres
Oct-01,Fuel usage,760.0,litres
Oct-01,Fuel usage,690.0,litres
Oct-01,Fuel usage,2880.0,litres
Oct-01,Fuel usage,156.0,litres
Nov-01,Fuel usage,340.0,litres
Nov-01,Fuel usage,990.0,litres
Nov-01,Fuel usage,4286.0,litres
Nov-01,Fuel usage,130.0,litres
Dec-01,Fuel usage,200.0,litres
Dec-01,Fuel usage,3180.0,litres
Dec-01,Fuel usage,4371.0,litres
Dec-01,Fuel usage,102.0,litres
Jan-02,Fuel usage,2600.0,litres
Jan-02,Fuel usage,1549.0,litres
Jan-02,Fuel usage,179.0,litres
Feb-02,Fuel usage,320.0,litres
Feb-02,Fuel usage,2300.0,litres
Feb-02,Fuel usage,716.0,litres
Feb-02,Fuel usage,128.0,litres
Mar-02,Fuel usage,1000.0,litres
Mar-02,Fuel usage,90.0,litres
Mar-02,Fuel usage,565.0,litres
Mar-02,Fuel usage,170.0,litres
Apr-02,Fuel usage,,litres
Apr-02,Fuel usage,1104.0,litres
Apr-02,Fuel usage,295.0,litres
May-02,Fuel usage,0.0,litres
May-02,Fuel usage,880.0,litres
May-02,Fuel usage,1324.0,litres
May-02,Fuel usage,100.0,litres
Jun-02,Fuel usage,0.0,litres
Jun-02,Fuel usage,920.0,litres
Jun-02,Fuel usage,953.0,litres
Jun-02,Fuel usage,86.0,litres
Jul-02,Fuel usage,800.0,litres
Jul-02,Fuel usage,250.0,litres
Jul-02,Fuel usage,1003.0,litres
Jul-02,Fuel usage,80.0,litres
Aug-02,Fuel usage,3900.0,litres
Aug-02,Fuel usage,46.0,litres
Aug-02,Fuel usage,602.0,litres
Aug-02,Fuel usage,170.0,litres
Sep-02,Fuel usage,1200.0,litres
Sep-02,Fuel usage,550.0,litres
Sep-02,Fuel usage,501.0,litres
Sep-02,Fuel usage,107.0,litres
Oct-02,Fuel usage,3800.0,litres
Oct-02,Fuel usage,2300.0,litres
Oct-02,Fuel usage,1598.0,litres
Oct-02,Fuel usage,335.0,litres
Nov-02,Fuel usage,9600.0,litres
Nov-02,Fuel usage,2800.0,litres
Nov-02,Fuel usage,5088.0,litres
Nov-02,Fuel usage,195.0,litres
Dec-02,Fuel usage,5550.0,litres
Dec-02,Fuel usage,2700.0,litres
Dec-02,Fuel usage,14339.0,litres
Dec-02,Fuel usage,191.0,litres
Jan-03,Fuel usage,5048.0,litres
Jan-03,Fuel usage,800.0,litres
Jan-03,Fuel usage,22895.0,litres
Jan-03,Fuel usage,187.0,litres
Feb-03,Fuel usage,2800.0,litres
Feb-03,Fuel usage,1200.0,litres
Feb-03,Fuel usage,8150.0,litres
Feb-03,Fuel usage,176.0,litres
May-04,Fuel usage,7.0,litres
May-04,Fuel usage,1750.0,litres
May-04,Fuel usage,2494.0,litres
May-04,Fuel usage,326.0,litres
Jun-04,Fuel usage,9.0,litres
Jun-04,Fuel usage,2050.0,litres
Jun-04,Fuel usage,1909.0,litres
Jun-04,Fuel usage,255.0,litres
Jul-04,Fuel usage,9.0,litres
Jul-04,Fuel usage,1800.0,litres
Jul-04,Fuel usage,3976.0,litres
Aug-04,Fuel usage,5.0,litres
Aug-04,Fuel usage,2000.0,litres
Aug-04,Fuel usage,18.0,litres
Sep-04,Fuel usage,29.0,litres
Sep-04,Fuel usage,2200.0,litres
Sep-04,Fuel usage,1421.0,litres
Oct-04,Fuel usage,2200.0,litres
Oct-04,Fuel usage,6650.0,litres
Oct-04,Fuel usage,5889.0,litres
Oct-04,Fuel usage,314.0,litres
Nov-04,Fuel usage,2400.0,litres
Nov-04,Fuel usage,2250.0,litres
Nov-04,Fuel usage,18063.0,litres
Nov-04,Fuel usage,189.0,litres
Dec-04,Fuel usage,2100.0,litres
Dec-04,Fuel usage,4100.0,litres
Dec-04,Fuel usage,6941.0,litres
Jan-05,Fuel usage,1050.0,litres
Jan-05,Fuel usage,3600.0,litres
Jan-05,Fuel usage,19362.0,litres
Jan-05,Fuel usage,192.0,litres
Feb-05,Fuel usage,4150.0,litres
Feb-05,Fuel usage,405.0,litres
Feb-05,Fuel usage,11700.0,litres
Feb-05,Fuel usage,342.0,litres
Mar-05,Fuel usage,900.0,litres
Mar-05,Fuel usage,4400.0,litres
Mar-05,Fuel usage,1771.0,litres
Apr-05,Fuel usage,1600.0,litres
Apr-05,Fuel usage,980.0,litres
Apr-05,Fuel usage,3674.0,litres
Apr-05,Fuel usage,133.0,litres
May-05,Fuel usage,1730.0,litres
May-05,Fuel usage,1650.0,litres
May-05,Fuel usage,1729.0,litres
May-05,Fuel usage,70.0,litres
Jun-05,Fuel usage,550.0,litres
Jun-05,Fuel usage,900.0,litres
Jun-05,Fuel usage,1200.0,litres
Jun-05,Fuel usage,127.0,litres
Jul-05,Fuel usage,1245.0,litres
Jul-05,Fuel usage,400.0,litres
Jul-05,Fuel usage,810.0,litres
Jul-05,Fuel usage,120.0,litres
Aug-05,Fuel usage,1445.0,litres
Aug-05,Fuel usage,1638.0,litres
Aug-05,Fuel usage,156.0,litres
Sep-05,Fuel usage,1860.0,litres
Sep-05,Fuel usage,500.0,litres
Sep-05,Fuel usage,7436.0,litres
Sep-05,Fuel usage,135.0,litres
Oct-05,Fuel usage,1988.0,litres
Oct-05,Fuel usage,4700.0,litres
Oct-05,Fuel usage,3782.0,litres
Oct-05,Fuel usage,121.0,litres
Nov-05,Fuel usage,1100.0,litres
Nov-05,Fuel usage,9600.0,litres
Nov-05,Fuel usage,11500.0,litres
Nov-05,Fuel usage,200.0,litres
Dec-05,Fuel usage,1899.0,litres
Dec-05,Fuel usage,3950.0,litres
Dec-05,Fuel usage,30500.0,litres
Dec-05,Fuel usage,217.0,litres
Jan-06,Fuel usage,2130.0,litres
Jan-06,Fuel usage,7000.0,litres
Jan-06,Fuel usage,20225.0,litres
Jan-06,Fuel usage,195.0,litres
Feb-06,Fuel usage,2394.0,litres
Feb-06,Fuel usage,5215.0,litres
Feb-06,Fuel usage,19240.0,litres
Feb-06,Fuel usage,255.0,litres
Mar-06,Fuel usage,755.0,litres
Mar-06,Fuel usage,13600.0,litres
Mar-06,Fuel usage,265.0,litres
Apr-06,Fuel usage,550.0,litres
Apr-06,Fuel usage,3040.0,litres
Apr-06,Fuel usage,500.0,litres
May-06,Fuel usage,700.0,litres
May-06,Fuel usage,3467.0,litres
May-06,Fuel usage,162.0,litres
Jun-06,Fuel usage,1435.0,litres
Jun-06,Fuel usage,600.0,litres
Jun-06,Fuel usage,1906.0,litres
Jun-06,Fuel usage,70.0,litres
Jul-06,Fuel usage,607.0,litres
Jul-06,Fuel usage,1150.0,litres
Jul-06,Fuel usage,1990.0,litres
Jul-06,Fuel usage,34.0,litres
Aug-06,Fuel usage,400.0,litres
Aug-06,Fuel usage,950.0,litres
Aug-06,Fuel usage,4650.0,litres
Aug-06,Fuel usage,45.0,litres
Sep-06,Fuel usage,260.0,litres
Sep-06,Fuel usage,150.0,litres
Sep-06,Fuel usage,4672.0,litres
Sep-06,Fuel usage,142.0,litres
Oct-06,Fuel usage,3082.0,litres
Oct-06,Fuel usage,1300.0,litres
Oct-06,Fuel usage,4723.0,litres
Oct-06,Fuel usage,94.0,litres
Nov-06,Fuel usage,2700.0,litres
Nov-06,Fuel usage,5550.0,litres
Nov-06,Fuel usage,30705.0,litres
Nov-06,Fuel usage,0.0,litres
Dec-06,Fuel usage,1000.0,litres
Dec-06,Fuel usage,1600.0,litres
Dec-06,Fuel usage,21343.0,litres
Dec-06,Fuel usage,112.0,litres
Jan-07,Fuel usage,1065.0,litres
Jan-07,Fuel usage,1300.0,litres
Jan-07,Fuel usage,26200.0,litres
Jan-07,Fuel usage,126.0,litres
Feb-07,Fuel usage,850.0,litres
Feb-07,Fuel usage,3600.0,litres
Feb-07,Fuel usage,41500.0,litres
Feb-07,Fuel usage,110.0,litres
Mar-07,Fuel usage,1800.0,litres
Mar-07,Fuel usage,2350.0,litres
Mar-07,Fuel usage,13124.0,litres
Mar-07,Fuel usage,100.0,litres
Apr-07,Fuel usage,450.0,litres
Apr-07,Fuel usage,350.0,litres
Apr-07,Fuel usage,355.0,litres
Apr-07,Fuel usage,446.0,litres
May-07,Fuel usage,216.0,litres
May-07,Fuel usage,450.0,litres
May-07,Fuel usage,5828.0,litres
May-07,Fuel usage,112.0,litres
Jun-07,Fuel usage,300.0,litres
Jun-07,Fuel usage,1630.0,litres
Jun-07,Fuel usage,558.0,litres
Jun-07,Fuel usage,594.0,litres
Jul-07,Fuel usage,400.0,litres
Jul-07,Fuel usage,1950.0,litres
Jul-07,Fuel usage,1225.0,litres
Jul-07,Fuel usage,145.0,litres
Aug-07,Fuel usage,600.0,litres
Aug-07,Fuel usage,550.0,litres
Aug-07,Fuel usage,2497.0,litres
Aug-07,Fuel usage,0.0,litres
Sep-07,Fuel usage,1100.0,litres
Sep-07,Fuel usage,4215.0,litres
