??,??,??,??,??????,????????,????
25-04-2019 2.00,1323,-3.92,0.003,0,0,0
25-04-2019 3.00,1324,-4.125,0.003,0,0,0
25-04-2019 4.00,1325,-3.903,0.003,10.251,30.836,224.968
25-04-2019 5.00,1326,-0.981,0.003,109.404,226.896,1909.702
25-04-2019 6.00,1327,2.186,0.003,280.498,454.042,3144.706
25-04-2019 7.00,1328,4.789,0.003,455.239,665.219,3733.081
25-04-2019 8.00,1329,6.627,0.003,597.464,846.074,4031.777
25-04-2019 9.00,1330,8.266,0.003,701.673,984.316,4062.544
25-04-2019 10.00,1331,9.686,0.003,770.678,1070.517,3948.87
25-04-2019 11.00,1332,10.506,0.003,784.056,1098.825,3708.373
25-04-2019 12.00,1333,10.904,0.003,744.503,1067.364,3566.084
25-04-2019 13.00,1334,10.863,0.003,662.045,978.302,3117.724
25-04-2019 14.00,1335,10.53,0.003,542.364,837.716,2757.563
25-04-2019 15.00,1336,9.898,0.003,400.319,655.2,2402.731
25-04-2019 16.00,1337,8.902,0.003,246.237,443.231,1704.295
25-04-2019 17.00,1338,6.572,0.004,105.632,216.271,815.614
25-04-2019 18.00,1339,3.104,0.004,12.374,30.119,23.363
25-04-2019 19.00,1340,2.086,0.003,0.001,0.006,0
25-04-2019 20.00,1341,1.428,0.003,0,0,0
25-04-2019 21.00,1342,0.751,0.003,0,0,0
25-04-2019 22.00,1343,0.044,0.003,0,0,0
25-04-2019 23.00,1344,-0.691,0.003,0,0,0
26-04-2019 0.00,1345,-1.359,0.003,0,0,0
26-04-2019 1.00,1346,-1.808,0.003,0,0,0
26-04-2019 2.00,1347,-2.137,0.003,0,0,0
26-04-2019 3.00,1348,-2.298,0.003,0,0,0
26-04-2019 4.00,1349,-2.226,0.003,12.549,33.725,216.565
26-04-2019 5.00,1350,0.731,0.003,129.154,232.319,1822.653
26-04-2019 6.00,1351,4.318,0.003,308.652,459.039,3038.29
26-04-2019 7.00,1352,8.075,0.003,490.726,669.826,3629.395
26-04-2019 8.00,1353,9.837,0.003,647.85,850.359,3910.921
26-04-2019 9.00,1354,11.159,0.003,754.628,988.325,4014.785
26-04-2019 10.00,1355,12.095,0.003,812.687,1074.372,3921.199
26-04-2019 11.00,1356,12.662,0.003,832.044,1102.648,3880.807
26-04-2019 12.00,1357,12.991,0.003,803.271,1071.225,3889.807
26-04-2019 13.00,1358,12.982,0.003,724.747,982.314,3743.402
26-04-2019 14.00,1359,12.589,0.003,597.951,841.983,3280.106
26-04-2019 15.00,1360,12.048,0.003,448.333,659.805,3227.782
26-04-2019 16.00,1361,11.046,0.003,281.995,448.226,2454.225
26-04-2019 17.00,1362,8.088,0.004,121.015,221.678,1452.224
26-04-2019 18.00,1363,4.841,0.004,13.564,32.839,66.818
26-04-2019 19.00,1364,3.625,0.003,0.002,0.015,0
26-04-2019 20.00,1365,3.073,0.003,0,0,0
26-04-2019 21.00,1366,2.47,0.003,0,0,0
26-04-2019 22.00,1367,1.68,0.003,0,0,0
26-04-2019 23.00,1368,0.681,0.003,0,0,0
27-04-2019 0.00,1369,-0.3,0.003,0,0,0
27-04-2019 1.00,1370,-1.034,0.003,0,0,0
27-04-2019 2.00,1371,-1.721,0.003,0,0,0
27-04-2019 3.00,1372,-2.432,0.003,0,0,0
27-04-2019 4.00,1373,-2.283,0.003,13.893,36.73,358.255
27-04-2019 5.00,1374,1.514,0.003,118.914,237.665,2141.921
27-04-2019 6.00,1375,5.319,0.003,273.901,463.96,3203.557
27-04-2019 7.00,1376,9.383,0.003,435.413,674.362,3649.808
27-04-2019 8.00,1377,12.005,0.003,582.224,854.548,3798.761
27-04-2019 9.00,1378,13.516,0.003,698.646,992.251,3843.693
27-04-2019 10.00,1379,14.657,0.003,769.257,1078.11,3812.866
27-04-2019 11.00,1380,15.363,0.003,783.386,1106.333,3681.659
27-04-2019 12.00,1381,15.711,0.003,751.039,1075.017,3487.801
27-04-2019 13.00,1382,15.665,0.003,673.185,986.255,3013.113
27-04-2019 14.00,1383,15.412,0.003,553.141,846.166,2344.707
27-04-2019 15.00,1384,14.955,0.003,404.776,664.326,2054.221
27-04-2019 16.00,1385,13.692,0.004,244.039,453.142,1470.697
27-04-2019 17.00,1386,10.412,0.005,98.709,227.013,1101.468
27-04-2019 18.00,1387,6.345,0.005,11.404,35.668,66.985
27-04-2019 19.00,1388,5.01,0.004,0.006,0.03,0
27-04-2019 20.00,1389,4.043,0.004,0,0,0
27-04-2019 21.00,1390,3.544,0.004,0,0,0
27-04-2019 22.00,1391,3.31,0.004,0,0,0
27-04-2019 23.00,1392,3.331,0.004,0,0,0
28-04-2019 0.00,1393,3.26,0.004,0,0,0
28-04-2019 1.00,1394,2.404,0.004,0,0,0
28-04-2019 2.00,1395,1.657,0.004,0,0,0
28-04-2019 3.00,1396,1.22,0.004,0,0.001,0
28-04-2019 4.00,1397,0.963,0.004,10.517,39.846,124.704
28-04-2019 5.00,1398,3.302,0.004,93.641,242.944,1320.154
28-04-2019 6.00,1399,6.088,0.004,227.994,468.811,2051.931
28-04-2019 7.00,1400,9.116,0.004,377.177,678.826,2318.257
28-04-2019 8.00,1401,11.432,0.004,512.647,858.656,2234.482
28-04-2019 9.00,1402,12.86,0.004,614.669,996.103,1945.748
28-04-2019 10.00,1403,14.425,0.004,667.763,1081.794,2506.977
28-04-2019 11.00,1404,15.979,0.004,669.912,1109.987,3029.311
28-04-2019 12.00,1405,16.541,0.004,629.88,1078.677,2736.113
28-04-2019 13.00,1406,15.685,0.004,553.271,990.103,1700.365
28-04-2019 14.00,1407,14.219,0.004,440.297,850.276,861.032
28-04-2019 15.00,1408,12.957,0.005,316.877,668.779,486.807
28-04-2019 16.00,1409,11.342,0.005,190.113,457.987,229.935
28-04-2019 17.00,1410,9.257,0.006,80.556,232.279,57.852
28-04-2019 18.00,1411,7.786,0.006,12.175,38.6,0
28-04-2019 19.00,1412,7.504,0.005,0.014,0.053,0
28-04-2019 20.00,1413,7.529,0.005,0,0,0
28-04-2019 21.00,1414,7.338,0.005,0,0,0
28-04-2019 22.00,1415,7.72,0.005,0,0,0
28-04-2019 23.00,1416,7.12,0.005,0,0,0
29-04-2019 0.00,1417,6.379,0.005,0,0,0
29-04-2019 1.00,1418,5.76,0.005,0,0,0
29-04-2019 2.00,1419,5.17,0.005,0,0,0
29-04-2019 3.00,1420,4.618,0.005,0,0.002,0
29-04-2019 4.00,1421,4.133,0.005,9.9,43.068,67.212
29-04-2019 5.00,1422,6.223,0.005,97.431,248.14,823.096
29-04-2019 6.00,1423,8.859,0.005,244.334,473.578,2254.016
29-04-2019 7.00,1424,11.772,0.005,406.752,683.188,3041.588
29-04-2019 8.00,1425,13.78,0.005,560.361,862.676,3571.498
29-04-2019 9.00,1426,15.312,0.005,683.031,999.865,3716.778
29-04-2019 10.00,1427,16.327,0.005,753.297,1085.42,3627.348
29-04-2019 11.00,1428,16.777,0.005,761.698,1113.516,3260.856
29-04-2019 12.00,1429,17.08,0.005,721.338,1082.282,3024.342
29-04-2019 13.00,1430,17.013,0.005,628.793,993.853,2614.101
29-04-2019 14.00,1431,16.709,0.005,501.685,854.302,2157.249
29-04-2019 15.00,1432,16.328,0.005,360.187,673.144,1747.138
29-04-2019 16.00,1433,15.427,0.005,219.102,462.743,1226.515
29-04-2019 17.00,1434,13.312,0.006,94.224,237.464,493.311
29-04-2019 18.00,1435,11.375,0.006,13.411,41.63,23.962
29-04-2019 19.00,1436,10.144,0.006,0.015,0.087,0
29-04-2019 20.00,1437,9.111,0.006,0,0,0
29-04-2019 21.00,1438,8.279,0.006,0,0,0
29-04-2019 22.00,1439,7.84,0.005,0,0,0
29-04-2019 23.00,1440,7.705,0.005,0,0,0
30-04-2019 0.00,1441,7.579,0.005,0,0,0
30-04-2019 1.00,1442,7.29,0.005,0,0,0
30-04-2019 2.00,1443,6.895,0.005,0,0,0
30-04-2019 3.00,1444,6.384,0.005,0.001,0.005,0
30-04-2019 4.00,1445,5.74,0.005,13.032,46.389,213.668
30-04-2019 5.00,1446,6.719,0.005,99.262,253.267,1371.222
30-04-2019 6.00,1447,10.187,0.005,242.854,478.273,2539.479
30-04-2019 7.00,1448,13.913,0.005,392.44,687.463,3208.742
30-04-2019 8.00,1449,16.292,0.005,513.732,866.624,3538.919
30-04-2019 9.00,1450,17.536,0.005,590.006,1003.56,3750.695
30-04-2019 10.00,1451,18.181,0.005,616.521,1088.927,3659.066
30-04-2019 11.00,1452,18.46,0.005,610.667,1116.976,3537.804
30-04-2019 12.00,1453,18.43,0.005,587.802,1085.793,3293.334
30-04-2019 13.00,1454,18.063,0.005,542.311,997.542,2864.474
30-04-2019 14.00,1455,17.335,0.005,454.186,858.248,2369.382
30-04-2019 15.00,1456,16.353,0.005,343.736,677.432,1568.696
30-04-2019 16.00,1457,15.094,0.005,211.898,467.427,808.269
30-04-2019 17.00,1458,12.422,0.005,93.425,242.572,263.841
30-04-2019 18.00,1459,9.568,0.005,14.86,44.746,3.081
30-04-2019 19.00,1460,8.927,0.005,0.033,0.134,0
30-04-2019 20.00,1461,8.63,0.005,0,0,0
30-04-2019 21.00,1462,7.944,0.005,0,0,0
30-04-2019 22.00,1463,7.208,0.005,0,0,0
30-04-2019 23.00,1464,5.831,0.005,0,0,0
01-05-2019 0.00,1465,5.415,0.005,0,0,0
01-05-2019 1.00,1466,5.449,0.005,0,0,0
01-05-2019 2.00,1467,5.266,0.005,0,0,0
01-05-2019 3.00,1468,4.244,0.004,0.002,0.011,0
01-05-2019 4.00,1469,2.831,0.004,11.342,49.801,2.177
01-05-2019 5.00,1470,2.503,0.004,96.653,258.314,194.275
01-05-2019 6.00,1471,3.205,0.004,231.36,482.879,660.158
01-05-2019 7.00,1472,4.731,0.004,379.762,691.681,1652.653
01-05-2019 8.00,1473,7.218,0.003,528.379,870.497,3591.98
01-05-2019 9.00,1474,9.412,0.003,641.136,1007.155,4216.298
01-05-2019 10.00,1475,11.021,0.003,718.179,1092.373,4274.227
01-05-2019 11.00,1476,12.03,0.003,746.85,1120.37,4280.489
01-05-2019 12.00,1477,12.519,0.003,729.449,1089.23,4300.442
01-05-2019 13.00,1478,12.57,0.003,674.435,1001.135,4266.835
01-05-2019 14.00,1479,12.255,0.003,580.937,862.107,4133.144
01-05-2019 15.00,1480,11.589,0.003,448.273,681.635,3858.514
01-05-2019 16.00,1481,10.518,0.003,296.051,472.024,3339.626
01-05-2019 17.00,1482,8.779,0.003,138.819,247.607,2266.381
01-05-2019 18.00,1483,4.286,0.003,20.683,47.942,290.452
01-05-2019 19.00,1484,1.963,0.003,0.05,0.196,0
01-05-2019 20.00,1485,0.954,0.003,0,0,0
01-05-2019 21.00,1486,0.017,0.003,0,0,0
01-05-2019 22.00,1487,-0.767,0.003,0,0,0
01-05-2019 23.00,1488,-1.451,0.003,0,0,0
02-05-2019 0.00,1489,-1.884,0.003,0,0,0
02-05-2019 1.00,1490,-2.452,0.003,0,0,0
02-05-2019 2.00,1491,-2.949,0.003,0,0,0
02-05-2019 3.00,1492,-3.372,0.003,0.002,0.021,0
02-05-2019 4.00,1493,-3.278,0.003,20.469,53.299,785.168
02-05-2019 5.00,1494,-0.932,0.003,141.153,263.272,2541.2
02-05-2019 6.00,1495,2.61,0.003,306.816,487.416,3492.104
02-05-2019 7.00,1496,5.622,0.003,478.863,695.81,3906.078
02-05-2019 8.00,1497,8.046,0.003,630.615,874.282,4094.313
02-05-2019 9.00,1498,10.393,0.003,744.43,1010.672,4180.561
02-05-2019 10.00,1499,12.421,0.003,813.346,1095.723,4174.87
02-05-2019 11.00,1500,14.175,0.003,842.583,1123.64,4140.736
02-05-2019 12.00,1501,15.574,0.004,828.636,1092.57,4112.372
02-05-2019 13.00,1502,16.443,0.004,766.581,1004.649,4022.304
02-05-2019 14.00,1503,16.783,0.004,653.806,865.897,3847.72
02-05-2019 15.00,1504,16.685,0.004,499.463,685.746,3561.094
02-05-2019 16.00,1505,15.682,0.004,322.79,476.556,3024.28
02-05-2019 17.00,1506,12.13,0.006,146.866,252.553,1973.154
02-05-2019 18.00,1507,6.863,0.005,22.278,51.211,251.251
02-05-2019 19.00,1508,5.067,0.004,0.071,0.274,0
02-05-2019 20.00,1509,4.223,0.004,0,0,0
02-05-2019 21.00,1510,3.714,0.004,0,0,0
02-05-2019 22.00,1511,3.276,0.004,0,0,0
02-05-2019 23.00,1512,2.626,0.004,0,0,0
03-05-2019 0.00,1513,1.825,0.004,0,0,0
03-05-2019 1.00,1514,0.989,0.004,0,0,0
03-05-2019 2.00,1515,0.576,0.004,0,0,0
03-05-2019 3.00,1516,0.19,0.004,0.007,0.036,0
03-05-2019 4.00,1517,0.278,0.004,22.726,56.874,662.116
03-05-2019 5.00,1518,4.233,0.004,147.551,268.161,2183.375
03-05-2019 6.00,1519,7.924,0.004,319.774,491.867,3195.108
03-05-2019 7.00,1520,12.103,0.004,494.563,699.864,3679.287
03-05-2019 8.00,1521,15.802,0.004,652.224,877.986,3904.731
03-05-2019 9.00,1522,18.062,0.004,772.563,1014.104,4016.723
03-05-2019 10.00,1523,19.646,0.004,846.689,1098.987,4037.56
03-05-2019 11.00,1524,20.808,0.004,877.033,1126.86,4033.599
03-05-2019 12.00,1525,21.565,0.004,853.018,1095.853,4026.842
03-05-2019 13.00,1526,21.834,0.004,778.612,1008.081,3963.449
03-05-2019 14.00,1527,21.684,0.004,653.433,869.575,3778.076
03-05-2019 15.00,1528,20.958,0.004,496.86,689.796,3363.176
03-05-2019 16.00,1529,19.083,0.005,318.74,481.001,2499.635
03-05-2019 17.00,1530,14.857,0.006,144.584,257.427,1391.972
03-05-2019 18.00,1531,10.341,0.005,22.255,54.545,199.181
03-05-2019 19.00,1532,8.775,0.005,0.096,0.371,0
03-05-2019 20.00,1533,8.011,0.005,0,0,0
03-05-2019 21.00,1534,7.247,0.005,0,0,0
03-05-2019 22.00,1535,6.463,0.005,0,0,0
03-05-2019 23.00,1536,6.168,0.004,0,0,0
04-05-2019 0.00,1537,6.893,0.004,0,0,0
04-05-2019 1.00,1538,6.88,0.004,0,0,0
04-05-2019 2.00,1539,4.992,0.004,0,0,0
04-05-2019 3.00,1540,3.362,0.004,0.012,0.058,0
04-05-2019 4.00,1541,3.404,0.004,21.208,60.521,379.234
04-05-2019 5.00,1542,6.029,0.004,126.412,272.965,1459.385
04-05-2019 6.00,1543,8.415,0.004,266.861,496.236,2523.543
04-05-2019 7.00,1544,11.323,0.004,405.376,703.831,3091.276
04-05-2019 8.00,1545,14.108,0.004,529.574,881.599,2973.057
04-05-2019 9.00,1546,16.51,0.004,617.221,1017.462,2992.681
04-05-2019 10.00,1547,18.708,0.004,668.35,1102.174,3123.8
04-05-2019 11.00,1548,20.537,0.004,689.403,1129.969,3074.446
04-05-2019 12.00,1549,21.103,0.004,657.471,1099.036,2166.25
04-05-2019 13.00,1550,20.722,0.004,576.258,1011.454,1294.222
04-05-2019 14.00,1551,20.594,0.004,454.791,873.208,1103.357
04-05-2019 15.00,1552,20.294,0.004,321.272,693.755,793.62
04-05-2019 16.00,1553,17.977,0.005,189.435,485.356,482.534
04-05-2019 17.00,1554,15.207,0.005,76.613,262.217,298.139
04-05-2019 18.00,1555,12.053,0.005,10.931,57.938,33.265
04-05-2019 19.00,1556,10.89,0.005,0.085,0.486,0
04-05-2019 20.00,1557,10.218,0.005,0,0,0
04-05-2019 21.00,1558,9.14,0.005,0,0,0
04-05-2019 22.00,1559,9.02,0.005,0,0,0
04-05-2019 23.00,1560,8.701,0.005,0,0,0
05-05-2019 0.00,1561,7.35,0.005,0,0,0
05-05-2019 1.00,1562,6.405,0.005,0,0,0
05-05-2019 2.00,1563,5.267,0.005,0,0,0
05-05-2019 3.00,1564,4.082,0.005,0.016,0.087,0
05-05-2019 4.00,1565,3.188,0.005,14.501,64.232,0
05-05-2019 5.00,1566,2.759,0.005,81.946,277.689,40.501
05-05-2019 6.00,1567,2.709,0.004,178.834,500.527,138.866
05-05-2019 7.00,1568,3.035,0.004,282.011,707.704,220.965
05-05-2019 8.00,1569,3.821,0.004,375.561,885.141,562.596
05-05-2019 9.00,1570,4.634,0.004,440.825,1020.736,817.778
05-05-2019 10.00,1571,5.493,0.004,461.838,1105.28,1206.733
05-05-2019 11.00,1572,5.992,0.004,450.363,1133.049,1205.026
05-05-2019 12.00,1573,6.225,0.004,429.387,1102.14,952.586
05-05-2019 13.00,1574,6.877,0.004,389.833,1014.734,1263.477
05-05-2019 14.00,1575,6.975,0.003,326.118,876.748,1113.54
05-05-2019 15.00,1576,6.18,0.003,248.838,697.645,598.564
05-05-2019 16.00,1577,5.197,0.003,163.418,489.643,294.726
05-05-2019 17.00,1578,4.171,0.004,79.903,266.921,93.467
05-05-2019 18.00,1579,3.23,0.004,17.051,61.383,0
05-05-2019 19.00,1580,2.619,0.004,0.131,0.621,0
05-05-2019 20.00,1581,2.11,0.004,0,0,0
05-05-2019 21.00,1582,1.746,0.004,0,0,0
05-05-2019 22.00,1583,1.466,0.004,0,0,0
05-05-2019 23.00,1584,1.106,0.003,0,0,0
06-05-2019 0.00,1585,0.455,0.003,0,0,0
06-05-2019 1.00,1586,-0.213,0.003,0,0,0
06-05-2019 2.00,1587,-0.605,0.003,0,0,0
06-05-2019 3.00,1588,-1.076,0.003,0.012,0.126,0
06-05-2019 4.00,1589,-1.258,0.003,22.626,67.999,257.51
06-05-2019 5.00,1590,0.42,0.003,141.54,282.331,1258.242
06-05-2019 6.00,1591,3.457,0.003,311.14,504.736,2755.925
06-05-2019 7.00,1592,6.654,0.003,480.023,711.519,3518.467
06-05-2019 8.00,1593,8.447,0.003,618.515,888.595,4052.718
06-05-2019 9.00,1594,9.635,0.003,702.335,1023.929,4174.109
06-05-2019 10.00,1595,10.76,0.003,743.641,1108.312,4212.013
06-05-2019 11.00,1596,11.752,0.003,742.779,1136.013,4235.769
06-05-2019 12.00,1597,12.405,0.003,682.475,1105.167,4115.93
06-05-2019 13.00,1598,12.617,0.003,572.857,1017.917,3745.553
06-05-2019 14.00,1599,12.398,0.003,443.962,880.211,3234.623
06-05-2019 15.00,1600,11.564,0.003,320.573,701.44,1714.061
06-05-2019 16.00,1601,10.682,0.003,207.116,493.832,849.223
06-05-2019 17.00,1602,9.512,0.004,101.657,271.55,488.049
06-05-2019 18.00,1603,6.269,0.004,19.651,64.873,89.462
06-05-2019 19.00,1604,4.483,0.004,0.148,0.777,0
06-05-2019 20.00,1605,4.062,0.004,0,0,0
06-05-2019 21.00,1606,3.079,0.004,0,0,0
06-05-2019 22.00,1607,2.652,0.004,0,0,0
06-05-2019 23.00,1608,2.52,0.004,0,0,0
07-05-2019 0.00,1609,2.325,0.004,0,0,0
07-05-2019 1.00,1610,1.989,0.004,0,0,0
07-05-2019 2.00,1611,1.755,0.004,0,0,0
07-05-2019 3.00,1612,1.546,0.004,0.026,0.175,0
07-05-2019 4.00,1613,1.709,0.004,19.012,71.815,170.116
07-05-2019 5.00,1614,4.364,0.004,106.286,286.884,757.503
07-05-2019 6.00,1615,7.335,0.004,234.308,508.861,2276.161
07-05-2019 7.00,1616,11.155,0.004,381.566,715.233,2874.566
07-05-2019 8.00,1617,13.308,0.004,500.468,891.975,3185.811
07-05-2019 9.00,1618,14.256,0.004,577.981,1027.042,2938.286
07-05-2019 10.00,1619,14.588,0.004,613.798,1111.26,2548.329
07-05-2019 11.00,1620,14.47,0.004,608.404,1138.902,2155.122
07-05-2019 12.00,1621,14.286,0.004,550.844,1108.114,1735.86
07-05-2019 13.00,1622,14.267,0.004,482.89,1021.025,1454.015
07-05-2019 14.00,1623,14.501,0.004,403.182,883.575,1311.594
07-05-2019 15.00,1624,14.624,0.004,312.169,705.156,998.626
07-05-2019 16.00,1625,14.062,0.005,211.279,497.943,709.459
07-05-2019 17.00,1626,12.085,0.006,105.975,276.086,375.862
07-05-2019 18.00,1627,9.902,0.006,20.737,68.399,44.711
07-05-2019 19.00,1628,8.038,0.005,0.152,0.955,0
07-05-2019 20.00,1629,6.606,0.005,0,0,0
07-05-2019 21.00,1630,5.631,0.005,0,0,0
07-05-2019 22.00,1631,4.94,0.005,0,0,0
07-05-2019 23.00,1632,3.736,0.005,0,0,0
08-05-2019 0.00,1633,2.276,0.005,0,0,0
08-05-2019 1.00,1634,1.564,0.005,0,0,0
08-05-2019 2.00,1635,1.688,0.005,0,0,0
08-05-2019 3.00,1636,1.833,0.005,0.05,0.237,0
08-05-2019 4.00,1637,3.21,0.005,21.514,75.67,102.103
08-05-2019 5.00,1638,4.7,0.005,104.236,291.355,390.784
08-05-2019 6.00,1639,6.591,0.005,213.651,512.899,815.279
08-05-2019 7.00,1640,9.15,0.005,320.843,718.874,1199.053
08-05-2019 8.00,1641,11.305,0.005,413.84,895.273,1478.345
08-05-2019 9.00,1642,12.809,0.005,495.719,1030.051,1670.916
08-05-2019 10.00,1643,13.863,0.005,554.192,1114.113,1866.599
08-05-2019 11.00,1644,14.844,0.005,596.511,1141.727,2104.111
08-05-2019 12.00,1645,15.959,0.005,596.203,1110.995,2395.023
08-05-2019 13.00,1646,16.413,0.005,548.97,1024.048,2214.785
08-05-2019 14.00,1647,15.121,0.005,454.059,886.866,1111.106
08-05-2019 15.00,1648,13.972,0.005,341.043,708.788,842.27
08-05-2019 16.00,1649,13.863,0.005,227.758,501.977,1671.74
08-05-2019 17.00,1650,12.751,0.005,116.629,280.534,1336.411
08-05-2019 18.00,1651,10.306,0.005,25.926,71.953,275.973
08-05-2019 19.00,1652,8.868,0.005,0.313,1.158,0
08-05-2019 20.00,1653,7.539,0.005,0,0,0
08-05-2019 21.00,1654,6.13,0.005,0,0,0
08-05-2019 22.00,1655,4.782,0.005,0,0,0
08-05-2019 23.00,1656,3.123,0.004,0,0,0
09-05-2019 0.00,1657,1.613,0.004,0,0,0
09-05-2019 1.00,1658,0.533,0.004,0,0,0
09-05-2019 2.00,1659,-0.043,0.004,0,0,0
09-05-2019 3.00,1660,-0.355,0.004,0.019,0.314,0
09-05-2019 4.00,1661,0.274,0.004,25.626,79.556,579.589
09-05-2019 5.00,1662,3.998,0.004,137.286,295.744,1929.284
09-05-2019 6.00,1663,7.185,0.004,291.977,516.849,3073.891
09-05-2019 7.00,1664,9.864,0.004,463.007,722.434,3655.69
09-05-2019 8.00,1665,11.916,0.004,618.585,898.474,4011.665
09-05-2019 9.00,1666,13.452,0.004,738.33,1033.026,4138.185
09-05-2019 10.00,1667,14.555,0.004,815.962,1116.927,4156.543
09-05-2019 11.00,1668,15.467,0.004,840.479,1144.457,4125.526
09-05-2019 12.00,1669,16.184,0.004,807.184,1113.771,4093.072
09-05-2019 13.00,1670,16.626,0.004,727.658,1027.02,4038.669
09-05-2019 14.00,1671,16.733,0.004,605.279,890.072,3897.463
09-05-2019 15.00,1672,16.476,0.004,451.242,712.348,3634.629
09-05-2019 16.00,1673,15.832,0.004,286.464,505.921,3132.99
09-05-2019 17.00,1674,13.336,0.005,133.044,284.907,2158.235
09-05-2019 18.00,1675,11.627,0.005,22.688,75.527,565.936
09-05-2019 19.00,1676,11.823,0.005,0.174,1.388,0
09-05-2019 20.00,1677,10.45,0.005,0,0,0
09-05-2019 21.00,1678,7.592,0.005,0,0,0
09-05-2019 22.00,1679,5.179,0.005,0,0,0
09-05-2019 23.00,1680,3.904,0.005,0,0,0
10-05-2019 0.00,1681,3.579,0.005,0,0,0
10-05-2019 1.00,1682,3.514,0.005,0,0,0
10-05-2019 2.00,1683,3.571,0.005,0,0,0
10-05-2019 3.00,1684,3.562,0.005,0.097,0.409,0
10-05-2019 4.00,1685,3.792,0.005,27.508,83.466,7.387
10-05-2019 5.00,1686,5.145,0.005,130.13,300.044,157.114
10-05-2019 6.00,1687,6.974,0.005,263.796,520.725,867.724
10-05-2019 7.00,1688,10.136,0.005,403.025,725.908,2046.249
10-05-2019 8.00,1689,13.24,0.005,539.42,901.617,2595.342
10-05-2019 9.00,1690,15.554,0.005,659.15,1035.886,3001.557
10-05-2019 10.00,1691,17.259,0.005,742.508,1119.625,3310.034
10-05-2019 11.00,1692,18.464,0.005,774.403,1147.096,3518.023
10-05-2019 12.00,1693,19.335,0.005,759.267,1116.498,3680.889
10-05-2019 13.00,1694,19.773,0.005,681.465,1029.878,3593.243
10-05-2019 14.00,1695,19.797,0.005,557.606,893.208,3383.205
10-05-2019 15.00,1696,19.289,0.005,416.802,715.804,2984.83
10-05-2019 16.00,1697,18.199,0.006,264.14,509.781,2309.292
10-05-2019 17.00,1698,15.976,0.007,123.426,289.185,1250.539
10-05-2019 18.00,1699,12.573,0.006,24.399,79.112,253.459
10-05-2019 19.00,1700,11.134,0.006,0.386,1.648,0
10-05-2019 20.00,1701,9.858,0.006,0,0,0
10-05-2019 21.00,1702,8.43,0.006,0,0,0
10-05-2019 22.00,1703,7.361,0.006,0,0,0
10-05-2019 23.00,1704,6.636,0.006,0,0,0
11-05-2019 0.00,1705,6.133,0.005,0,0,0
11-05-2019 1.00,1706,5.697,0.005,0,0,0
11-05-2019 2.00,1707,5.165,0.005,0,0,0
11-05-2019 3.00,1708,4.604,0.005,0.138,0.524,0
11-05-2019 4.00,1709,4.423,0.005,29.852,87.391,196.256
11-05-2019 5.00,1710,5.853,0.005,139.605,304.253,933.143
11-05-2019 6.00,1711,8.165,0.005,278.815,524.517,1768.422
11-05-2019 7.00,1712,10.756,0.005,416.28,729.309,2186.423
11-05-2019 8.00,1713,13.105,0.005,543.308,904.664,2368.628
11-05-2019 9.00,1714,15.465,0.005,635.01,1038.692,2972.304
11-05-2019 10.00,1715,17.869,0.005,691.364,1122.249,3587.694
11-05-2019 11.00,1716,19.722,0.006,703.868,1149.677,3598.055
11-05-2019 12.00,1717,21.101,0.006,681.122,1119.128,3449.035
11-05-2019 13.00,1718,21.922,0.006,613.324,1032.673,3211.416
11-05-2019 14.00,1719,22.037,0.006,506.718,896.249,2398.211
11-05-2019 15.00,1720,21.448,0.006,384.098,719.188,1795.751
11-05-2019 16.00,1721,20.009,0.006,249.751,513.561,1185.804
11-05-2019 17.00,1722,17.638,0.007,118.561,293.377,608.568
11-05-2019 18.00,1723,14.581,0.007,24.139,82.701,186.315
11-05-2019 19.00,1724,12.14,0.007,0.405,1.938,0
11-05-2019 20.00,1725,11.353,0.006,0,0,0
11-05-2019 21.00,1726,10.62,0.006,0,0,0
11-05-2019 22.00,1727,9.552,0.006,0,0,0
11-05-2019 23.00,1728,8.494,0.006,0,0,0
12-05-2019 0.00,1729,7.588,0.006,0,0,0
12-05-2019 1.00,1730,7.322,0.006,0,0,0
12-05-2019 2.00,1731,6.366,0.006,0,0,0
12-05-2019 3.00,1732,5.627,0.006,0.166,0.662,0
12-05-2019 4.00,1733,6.359,0.006,30.183,91.319,261.046
12-05-2019 5.00,1734,9.439,0.006,137.136,308.379,1112.438
12-05-2019 6.00,1735,12.312,0.006,280.155,528.222,2164.519
12-05-2019 7.00,1736,16.347,0.007,429.546,732.614,2796.906
12-05-2019 8.00,1737,20.526,0.006,568.696,907.648,3113.54
12-05-2019 9.00,1738,23.996,0.006,668.138,1041.403,3445.53
12-05-2019 10.00,1739,25.812,0.006,707.972,1124.813,3645.021
12-05-2019 11.00,1740,26.826,0.006,714.967,1152.174,3691.395
12-05-2019 12.00,1741,27.391,0.006,691.409,1121.669,3615.668
12-05-2019 13.00,1742,27.299,0.006,623.661,1035.39,3286.754
12-05-2019 14.00,1743,26.799,0.006,510.21,899.234,2958.98
12-05-2019 15.00,1744,25.372,0.007,367.629,722.497,1865.836
12-05-2019 16.00,1745,23.844,0.007,226.146,517.247,1131.03
12-05-2019 17.00,1746,20.006,0.008,103.872,297.476,479.693
12-05-2019 18.00,1747,16.373,0.008,21.696,86.284,93.922
12-05-2019 19.00,1748,14.74,0.007,0.428,2.26,0
