??,??,????,??,????
16-07-2019 14.00,1095,1.145,7.153,1808.021
16-07-2019 15.00,1096,1.147,6.72,1525.413
16-07-2019 16.00,1097,1.149,6.153,1188.971
16-07-2019 17.00,1098,1.151,6.178,1203.775
16-07-2019 18.00,1099,1.152,6.663,1491.61
16-07-2019 19.00,1100,1.154,7.011,1716.074
16-07-2019 20.00,1101,1.155,7.029,1722.262
16-07-2019 21.00,1102,1.154,7.074,1754.66
16-07-2019 22.00,1103,1.151,7.06,1742.672
16-07-2019 23.00,1104,1.147,6.752,1550.805
17-07-2019 0.00,1105,1.143,6.441,1359.938
17-07-2019 1.00,1106,1.139,6.599,1455.818
17-07-2019 2.00,1107,1.136,6.58,1444.332
17-07-2019 3.00,1108,1.133,6.434,1353.517
17-07-2019 4.00,1109,1.13,6.265,1254.85
17-07-2019 5.00,1110,1.129,5.696,949.851
17-07-2019 6.00,1111,1.128,5.259,741.537
17-07-2019 7.00,1112,1.128,4.574,472.449
17-07-2019 8.00,1113,1.129,5.272,747.741
17-07-2019 9.00,1114,1.13,6.016,1115.314
17-07-2019 10.00,1115,1.132,6.335,1295.294
17-07-2019 11.00,1116,1.135,6.442,1359.994
17-07-2019 12.00,1117,1.137,6.52,1402.205
17-07-2019 13.00,1118,1.139,6.522,1403.415
17-07-2019 14.00,1119,1.141,6.483,1385.603
17-07-2019 15.00,1120,1.143,6.186,1210.404
17-07-2019 16.00,1121,1.145,5.413,810.667
17-07-2019 17.00,1122,1.147,5.218,723.564
17-07-2019 18.00,1123,1.148,5.231,729.105
17-07-2019 19.00,1124,1.15,5.722,959.426
17-07-2019 20.00,1125,1.151,5.808,1004.353
17-07-2019 21.00,1126,1.15,5.58,894.179
17-07-2019 22.00,1127,1.146,5.292,760.364
17-07-2019 23.00,1128,1.14,4.912,597.301
18-07-2019 0.00,1129,1.135,4.434,425.038
18-07-2019 1.00,1130,1.131,4.019,299.686
18-07-2019 2.00,1131,1.127,3.83,249.835
18-07-2019 3.00,1132,1.124,3.738,227.331
18-07-2019 4.00,1133,1.121,3.371,149.631
18-07-2019 5.00,1134,1.12,2.404,25.766
18-07-2019 6.00,1135,1.119,3.069,96.397
18-07-2019 7.00,1136,1.119,3.413,156.363
18-07-2019 8.00,1137,1.119,3.682,214.087
18-07-2019 9.00,1138,1.121,4.009,296.99
18-07-2019 10.00,1139,1.123,4.367,405.339
18-07-2019 11.00,1140,1.125,4.96,616.481
18-07-2019 12.00,1141,1.128,5.616,907.366
18-07-2019 13.00,1142,1.131,6.021,1116.216
18-07-2019 14.00,1143,1.134,5.933,1068.934
18-07-2019 15.00,1144,1.137,5.303,765.322
18-07-2019 16.00,1145,1.14,4.701,517.404
18-07-2019 17.00,1146,1.143,4.358,400.468
18-07-2019 18.00,1147,1.145,3.917,272.362
18-07-2019 19.00,1148,1.148,3.599,195.262
18-07-2019 20.00,1149,1.15,3.386,151.059
18-07-2019 21.00,1150,1.148,3.49,173.725
18-07-2019 22.00,1151,1.143,3.753,230.886
18-07-2019 23.00,1152,1.135,3.789,239.747
19-07-2019 0.00,1153,1.129,3.469,169.305
19-07-2019 1.00,1154,1.125,2.778,59.025
19-07-2019 2.00,1155,1.121,1.952,6.847
19-07-2019 3.00,1156,1.118,1.395,0.554
19-07-2019 4.00,1157,1.117,1.228,0.187
19-07-2019 5.00,1158,1.115,1.36,0.431
19-07-2019 6.00,1159,1.115,2.302,20.208
19-07-2019 7.00,1160,1.116,2.611,41.663
19-07-2019 8.00,1161,1.117,2.958,81.729
19-07-2019 9.00,1162,1.119,3.217,121.678
19-07-2019 10.00,1163,1.121,3.104,101.855
19-07-2019 11.00,1164,1.125,2.76,56.442
19-07-2019 12.00,1165,1.128,2.722,53.235
19-07-2019 13.00,1166,1.131,2.61,41.595
19-07-2019 14.00,1167,1.133,2.468,30.756
19-07-2019 15.00,1168,1.135,2.446,28.895
19-07-2019 16.00,1169,1.137,2.615,42.044
19-07-2019 17.00,1170,1.139,2.519,33.952
19-07-2019 18.00,1171,1.141,1.968,7.09
19-07-2019 19.00,1172,1.142,2.177,13.878
19-07-2019 20.00,1173,1.143,3.174,113.03
19-07-2019 21.00,1174,1.143,4.53,460.527
19-07-2019 22.00,1175,1.139,5.792,1000.034
19-07-2019 23.00,1176,1.132,6.727,1533.392
20-07-2019 0.00,1177,1.127,7.168,1818.25
20-07-2019 1.00,1178,1.122,7.462,2010.988
20-07-2019 2.00,1179,1.119,7.617,2120.953
20-07-2019 3.00,1180,1.117,7.559,2077.058
20-07-2019 4.00,1181,1.115,7.118,1786.078
20-07-2019 5.00,1182,1.115,5.192,712.997
20-07-2019 6.00,1183,1.115,4.306,384.112
20-07-2019 7.00,1184,1.115,5.626,912.112
20-07-2019 8.00,1185,1.116,6.164,1197.224
20-07-2019 9.00,1186,1.118,6.52,1401.919
20-07-2019 10.00,1187,1.121,6.616,1463.797
20-07-2019 11.00,1188,1.124,6.64,1475.263
20-07-2019 12.00,1189,1.126,6.68,1500.021
20-07-2019 13.00,1190,1.129,6.582,1444.407
20-07-2019 14.00,1191,1.13,6.253,1247.296
20-07-2019 15.00,1192,1.132,5.834,1016.861
20-07-2019 16.00,1193,1.133,5.171,703.194
20-07-2019 17.00,1194,1.135,5.324,772.885
20-07-2019 18.00,1195,1.136,7.078,1758.847
20-07-2019 19.00,1196,1.137,8.422,2674.313
20-07-2019 20.00,1197,1.137,9.197,3177.155
20-07-2019 21.00,1198,1.137,9.804,3531.433
20-07-2019 22.00,1199,1.134,9.905,3589.265
20-07-2019 23.00,1200,1.13,9.292,3234.001
21-07-2019 0.00,1201,1.126,8.817,2932.28
21-07-2019 1.00,1202,1.122,8.128,2469.268
21-07-2019 2.00,1203,1.119,7.822,2258.721
21-07-2019 3.00,1204,1.117,7.461,2010.19
21-07-2019 4.00,1205,1.116,7.186,1829.202
21-07-2019 5.00,1206,1.116,6.301,1272.635
21-07-2019 6.00,1207,1.116,5.825,1011.939
21-07-2019 7.00,1208,1.117,6.335,1295.299
21-07-2019 8.00,1209,1.119,7.056,1739.694
21-07-2019 9.00,1210,1.121,7.58,2097.731
21-07-2019 10.00,1211,1.124,7.897,2313.7
21-07-2019 11.00,1212,1.126,8.036,2407.304
21-07-2019 12.00,1213,1.128,7.912,2320.26
21-07-2019 13.00,1214,1.13,7.611,2113.063
21-07-2019 14.00,1215,1.131,6.878,1625.929
21-07-2019 15.00,1216,1.132,5.705,955.919
21-07-2019 16.00,1217,1.133,4.799,557.424
21-07-2019 17.00,1218,1.134,4.689,513.25
21-07-2019 18.00,1219,1.135,5.567,888.05
21-07-2019 19.00,1220,1.136,5.85,1025.169
21-07-2019 20.00,1221,1.138,5.725,961.169
21-07-2019 21.00,1222,1.138,5.802,1004.165
21-07-2019 22.00,1223,1.137,5.84,1019.963
21-07-2019 23.00,1224,1.134,5.893,1047.524
22-07-2019 0.00,1225,1.131,5.776,989.393
22-07-2019 1.00,1226,1.129,5.608,903.413
22-07-2019 2.00,1227,1.126,5.338,776.779
22-07-2019 3.00,1228,1.124,5.049,656.299
22-07-2019 4.00,1229,1.122,4.523,456.156
22-07-2019 5.00,1230,1.12,3.344,142.914
22-07-2019 6.00,1231,1.119,2.28,19.032
22-07-2019 7.00,1232,1.119,2.165,13.362
22-07-2019 8.00,1233,1.119,2.233,16.34
22-07-2019 9.00,1234,1.121,3.735,226.602
22-07-2019 10.00,1235,1.123,5.707,956.835
22-07-2019 11.00,1236,1.126,7.315,1911.396
22-07-2019 12.00,1237,1.129,8.099,2453.621
22-07-2019 13.00,1238,1.132,8.292,2581.924
22-07-2019 14.00,1239,1.134,8.111,2457.281
22-07-2019 15.00,1240,1.136,7.696,2170.21
22-07-2019 16.00,1241,1.138,6.729,1535.616
22-07-2019 17.00,1242,1.14,5.77,984.301
22-07-2019 18.00,1243,1.141,5.738,967.552
22-07-2019 19.00,1244,1.143,5.795,1001.542
22-07-2019 20.00,1245,1.145,5.161,699.168
22-07-2019 21.00,1246,1.144,4.593,478.927
22-07-2019 22.00,1247,1.14,4.41,420.186
22-07-2019 23.00,1248,1.134,5.279,754.106
23-07-2019 0.00,1249,1.128,6.328,1292.507
23-07-2019 1.00,1250,1.124,6.344,1300.211
23-07-2019 2.00,1251,1.122,5.707,956.892
23-07-2019 3.00,1252,1.121,5.302,764.911
23-07-2019 4.00,1253,1.12,5.308,767.228
23-07-2019 5.00,1254,1.12,3.207,120.052
23-07-2019 6.00,1255,1.121,2.595,40.231
23-07-2019 7.00,1256,1.122,3.293,133.55
23-07-2019 8.00,1257,1.124,4.142,337.156
23-07-2019 9.00,1258,1.127,4.659,505.715
23-07-2019 10.00,1259,1.13,5.391,800.777
23-07-2019 11.00,1260,1.134,5.847,1023.56
23-07-2019 12.00,1261,1.137,6.786,1566.575
23-07-2019 13.00,1262,1.139,7.718,2185.365
23-07-2019 14.00,1263,1.141,7.293,1896.915
23-07-2019 15.00,1264,1.143,5.961,1088.93
23-07-2019 16.00,1265,1.144,5.356,784.915
23-07-2019 17.00,1266,1.145,5.377,794.392
23-07-2019 18.00,1267,1.146,5.472,838.44
23-07-2019 19.00,1268,1.146,5.634,915.879
23-07-2019 20.00,1269,1.147,5.454,834.226
23-07-2019 21.00,1270,1.147,5.551,880.1
23-07-2019 22.00,1271,1.144,5.731,964.321
23-07-2019 23.00,1272,1.14,5.857,1028.988
24-07-2019 0.00,1273,1.136,5.974,1095.809
24-07-2019 1.00,1274,1.133,5.99,1099.211
24-07-2019 2.00,1275,1.131,6.063,1138.962
24-07-2019 3.00,1276,1.13,5.995,1101.81
24-07-2019 4.00,1277,1.129,6.159,1191.984
24-07-2019 5.00,1278,1.129,5.599,898.962
24-07-2019 6.00,1279,1.129,4.789,553.413
24-07-2019 7.00,1280,1.13,4.668,506.31
24-07-2019 8.00,1281,1.133,4.88,588.387
24-07-2019 9.00,1282,1.135,4.525,457.176
24-07-2019 10.00,1283,1.139,3.911,270.807
24-07-2019 11.00,1284,1.142,4.155,339.717
24-07-2019 12.00,1285,1.145,5.165,700.686
24-07-2019 13.00,1286,1.148,6.292,1267.671
24-07-2019 14.00,1287,1.15,6.771,1556.761
24-07-2019 15.00,1288,1.151,6.572,1435.319
24-07-2019 16.00,1289,1.153,5.818,1008.589
24-07-2019 17.00,1290,1.154,5.18,707.296
24-07-2019 18.00,1291,1.155,5.627,912.422
24-07-2019 19.00,1292,1.156,6.158,1191.248
24-07-2019 20.00,1293,1.157,6.147,1185.249
24-07-2019 21.00,1294,1.156,5.976,1097.002
24-07-2019 22.00,1295,1.154,5.44,823.218
24-07-2019 23.00,1296,1.151,4.944,610.001
25-07-2019 0.00,1297,1.147,3.965,287.437
25-07-2019 1.00,1298,1.143,2.449,29.315
25-07-2019 2.00,1299,1.14,3.323,139.131
25-07-2019 3.00,1300,1.137,4.637,497.784
25-07-2019 4.00,1301,1.135,5.044,654.158
25-07-2019 5.00,1302,1.134,4.525,457.25
25-07-2019 6.00,1303,1.133,4.256,368.716
25-07-2019 7.00,1304,1.134,4.756,537.732
25-07-2019 8.00,1305,1.136,5.294,761.196
25-07-2019 9.00,1306,1.138,5.664,930.799
25-07-2019 10.00,1307,1.14,5.909,1056.282
25-07-2019 11.00,1308,1.143,5.876,1038.884
25-07-2019 12.00,1309,1.146,5.618,908.353
25-07-2019 13.00,1310,1.148,5.406,807.64
25-07-2019 14.00,1311,1.15,5.344,779.188
25-07-2019 15.00,1312,1.151,5.056,659.139
25-07-2019 16.00,1313,1.153,4.465,435.494
25-07-2019 17.00,1314,1.155,3.632,204.568
25-07-2019 18.00,1315,1.156,3.713,223.525
25-07-2019 19.00,1316,1.157,3.291,133.248
25-07-2019 20.00,1317,1.158,2.546,36.801
25-07-2019 21.00,1318,1.158,1.659,2.113
25-07-2019 22.00,1319,1.155,0.927,0.013
25-07-2019 23.00,1320,1.151,1.344,0.396
26-07-2019 0.00,1321,1.147,1.909,5.698
26-07-2019 1.00,1322,1.143,1.95,6.792
26-07-2019 2.00,1323,1.139,1.686,2.309
26-07-2019 3.00,1324,1.136,2.312,20.73
26-07-2019 4.00,1325,1.134,3.745,229.053
26-07-2019 5.00,1326,1.133,3.581,191.323
26-07-2019 6.00,1327,1.132,3.07,96.585
26-07-2019 7.00,1328,1.132,2.942,78.577
26-07-2019 8.00,1329,1.134,3.204,119.442
26-07-2019 9.00,1330,1.135,3.519,177.822
26-07-2019 10.00,1331,1.138,3.514,176.77
26-07-2019 11.00,1332,1.14,3.226,123.291
26-07-2019 12.00,1333,1.143,2.84,65.471
26-07-2019 13.00,1334,1.145,2.562,38.121
26-07-2019 14.00,1335,1.147,2.094,10.899
26-07-2019 15.00,1336,1.148,2.245,16.916
26-07-2019 16.00,1337,1.15,2.857,67.523
26-07-2019 17.00,1338,1.151,3.533,180.849
26-07-2019 18.00,1339,1.153,4.392,414.43
26-07-2019 19.00,1340,1.155,5.076,664.979
26-07-2019 20.00,1341,1.156,5.149,694.033
26-07-2019 21.00,1342,1.156,5.099,673.027
26-07-2019 22.00,1343,1.152,5.087,667.994
26-07-2019 23.00,1344,1.145,5.152,695.517
27-07-2019 0.00,1345,1.14,5.099,673.035
27-07-2019 1.00,1346,1.135,4.71,520.761
27-07-2019 2.00,1347,1.13,4.003,295.346
27-07-2019 3.00,1348,1.127,3.327,139.877
27-07-2019 4.00,1349,1.124,2.779,59.39
27-07-2019 5.00,1350,1.122,2.378,24.136
27-07-2019 6.00,1351,1.12,3.24,125.688
27-07-2019 7.00,1352,1.12,3.341,142.396
27-07-2019 8.00,1353,1.121,2.862,68.149
27-07-2019 9.00,1354,1.122,2.459,30.06
27-07-2019 10.00,1355,1.124,2.298,20.005
27-07-2019 11.00,1356,1.127,2.097,10.922
27-07-2019 12.00,1357,1.13,2.009,8.109
27-07-2019 13.00,1358,1.133,1.853,4.61
27-07-2019 14.00,1359,1.135,1.832,4.255
27-07-2019 15.00,1360,1.137,1.65,2.028
27-07-2019 16.00,1361,1.139,1.764,3.231
27-07-2019 17.00,1362,1.141,1.957,6.961
27-07-2019 18.00,1363,1.143,1.821,4.181
27-07-2019 19.00,1364,1.144,3.264,128.381
27-07-2019 20.00,1365,1.145,4.776,547.25
27-07-2019 21.00,1366,1.144,5.47,837.459
27-07-2019 22.00,1367,1.141,6.018,1115.358
27-07-2019 23.00,1368,1.136,6.382,1319.945
28-07-2019 0.00,1369,1.13,6.774,1558.535
28-07-2019 1.00,1370,1.125,7.02,1716.315
28-07-2019 2.00,1371,1.12,6.749,1549.232
28-07-2019 3.00,1372,1.116,6.413,1340.175
28-07-2019 4.00,1373,1.114,6.339,1295.448
28-07-2019 5.00,1374,1.111,5.984,1099.016
28-07-2019 6.00,1375,1.11,5.438,822.315
28-07-2019 7.00,1376,1.11,5.637,917.577
28-07-2019 8.00,1377,1.11,6.055,1137.07
28-07-2019 9.00,1378,1.112,6.781,1563.151
28-07-2019 10.00,1379,1.115,7.654,2148.553
28-07-2019 11.00,1380,1.118,8.107,2455.5
28-07-2019 12.00,1381,1.12,8.28,2578.941
28-07-2019 13.00,1382,1.123,7.897,2313.287
28-07-2019 14.00,1383,1.125,7.396,1972.545
28-07-2019 15.00,1384,1.126,7.172,1821.244
28-07-2019 16.00,1385,1.127,7.022,1717.362
28-07-2019 17.00,1386,1.128,6.901,1639.537
28-07-2019 18.00,1387,1.129,6.823,1592.077
28-07-2019 19.00,1388,1.13,7.056,1739.488
28-07-2019 20.00,1389,1.132,7.137,1797.187
28-07-2019 21.00,1390,1.132,7.876,2297.059
28-07-2019 22.00,1391,1.129,7.542,2065.389
28-07-2019 23.00,1392,1.125,6.841,1602.279
29-07-2019 0.00,1393,1.121,7.251,1869.864
29-07-2019 1.00,1394,1.117,7.123,1788.211
29-07-2019 2.00,1395,1.115,6.888,1635.693
29-07-2019 3.00,1396,1.113,7.022,1717.745
29-07-2019 4.00,1397,1.112,6.859,1613.192
29-07-2019 5.00,1398,1.111,6.112,1165.8
29-07-2019 6.00,1399,1.111,6.81,1581.467
29-07-2019 7.00,1400,1.112,7.199,1834.711
29-07-2019 8.00,1401,1.114,7.592,2100.792
29-07-2019 9.00,1402,1.116,8.248,2551.616
29-07-2019 10.00,1403,1.117,8.635,2812.532
29-07-2019 11.00,1404,1.12,8.02,2393.574
29-07-2019 12.00,1405,1.121,7.526,2058.109
29-07-2019 13.00,1406,1.123,7.027,1720.902
29-07-2019 14.00,1407,1.125,6.158,1191.61
29-07-2019 15.00,1408,1.126,5.302,764.724
29-07-2019 16.00,1409,1.127,5.017,639.161
29-07-2019 17.00,1410,1.128,5.373,792.473
29-07-2019 18.00,1411,1.128,4.671,506.63
29-07-2019 19.00,1412,1.129,3.881,265.227
29-07-2019 20.00,1413,1.13,4.395,415.455
29-07-2019 21.00,1414,1.131,5.438,822.449
29-07-2019 22.00,1415,1.131,6.919,1657.02
29-07-2019 23.00,1416,1.128,6.289,1266.157
30-07-2019 0.00,1417,1.125,2.402,25.638
30-07-2019 1.00,1418,1.123,4.629,494.98
30-07-2019 2.00,1419,1.121,7.144,1804.285
30-07-2019 3.00,1420,1.118,8.226,2535.372
30-07-2019 4.00,1421,1.116,7.714,2182.746
30-07-2019 5.00,1422,1.115,7.116,1783.161
30-07-2019 6.00,1423,1.114,6.546,1417.601
30-07-2019 7.00,1424,1.114,7.049,1735.005
30-07-2019 8.00,1425,1.116,8.127,2469.261
30-07-2019 9.00,1426,1.118,8.723,2870.792
30-07-2019 10.00,1427,1.12,8.532,2748.637
30-07-2019 11.00,1428,1.123,8.324,2609.231
30-07-2019 12.00,1429,1.126,7.949,2344.342
30-07-2019 13.00,1430,1.128,7.663,2154.614
30-07-2019 14.00,1431,1.13,7.499,2036.533
30-07-2019 15.00,1432,1.132,6.844,1605.536
30-07-2019 16.00,1433,1.134,6.529,1407.649
30-07-2019 17.00,1434,1.135,6.73,1537.066
30-07-2019 18.00,1435,1.137,7.333,1928.151
30-07-2019 19.00,1436,1.138,7.197,1834.637
30-07-2019 20.00,1437,1.139,6.548,1418.994
30-07-2019 21.00,1438,1.139,6.099,1163.568
30-07-2019 22.00,1439,1.136,4.895,590.555
30-07-2019 23.00,1440,1.132,3.474,170.347
31-07-2019 0.00,1441,1.127,4.086,318.342
31-07-2019 1.00,1442,1.123,4.989,627.884
31-07-2019 2.00,1443,1.119,5.618,908.327
31-07-2019 3.00,1444,1.116,6.031,1126.003
31-07-2019 4.00,1445,1.114,5.999,1104.151
31-07-2019 5.00,1446,1.112,5.24,733.409
31-07-2019 6.00,1447,1.112,5.757,977.44
31-07-2019 7.00,1448,1.112,5.983,1098.981
31-07-2019 8.00,1449,1.113,5.53,869.845
31-07-2019 9.00,1450,1.116,5.754,975.782
31-07-2019 10.00,1451,1.119,6.074,1146.744
31-07-2019 11.00,1452,1.123,6.359,1307.11
31-07-2019 12.00,1453,1.126,6.874,1625.811
31-07-2019 13.00,1454,1.13,7.473,2017.92
31-07-2019 14.00,1455,1.133,7.741,2207.467
31-07-2019 15.00,1456,1.135,7.181,1822.363
31-07-2019 16.00,1457,1.138,6.868,1622.588
31-07-2019 17.00,1458,1.14,6.232,1238.847
31-07-2019 18.00,1459,1.142,6.141,1181.771
31-07-2019 19.00,1460,1.144,6.778,1561.231
31-07-2019 20.00,1461,1.146,7.248,1867.972
31-07-2019 21.00,1462,1.146,6.94,1670.664
31-07-2019 22.00,1463,1.143,6.768,1556.171
31-07-2019 23.00,1464,1.138,6.65,1481.548
01-08-2019 0.00,1465,1.134,6.321,1284.439
01-08-2019 1.00,1466,1.13,6.064,1139.504
01-08-2019 2.00,1467,1.127,5.961,1088.468
01-08-2019 3.00,1468,1.125,5.974,1095.578
01-08-2019 4.00,1469,1.123,5.787,997.363
01-08-2019 5.00,1470,1.122,4.564,469.122
01-08-2019 6.00,1471,1.122,4.845,571.404
01-08-2019 7.00,1472,1.122,5.522,862.434
01-08-2019 8.00,1473,1.124,6.576,1439.655
01-08-2019 9.00,1474,1.126,7.554,2073.067
01-08-2019 10.00,1475,1.13,8.049,2419.518
01-08-2019 11.00,1476,1.134,8.433,2678.699
01-08-2019 12.00,1477,1.138,8.707,2865.399
01-08-2019 13.00,1478,1.141,8.832,2947.711
01-08-2019 14.00,1479,1.144,8.731,2876.782
01-08-2019 15.00,1480,1.147,7.848,2280.349
01-08-2019 16.00,1481,1.149,6.895,1638.638
01-08-2019 17.00,1482,1.152,6.474,1377.193
01-08-2019 18.00,1483,1.154,6.396,1328.377
01-08-2019 19.00,1484,1.156,6.425,1348.189
01-08-2019 20.00,1485,1.158,6.381,1319.476
01-08-2019 21.00,1486,1.158,6.042,1128.388
01-08-2019 22.00,1487,1.154,5.584,894.306
01-08-2019 23.00,1488,1.148,5.183,708.473
02-08-2019 0.00,1489,1.141,4.852,574.138
02-08-2019 1.00,1490,1.136,4.575,472.684
02-08-2019 2.00,1491,1.131,4.39,413.832
02-08-2019 3.00,1492,1.128,4.402,417.804
02-08-2019 4.00,1493,1.126,4.446,429.226
02-08-2019 5.00,1494,1.124,3.335,141.281
02-08-2019 6.00,1495,1.123,2.691,49.257
02-08-2019 7.00,1496,1.123,4.441,427.295
02-08-2019 8.00,1497,1.124,4.884,588.552
02-08-2019 9.00,1498,1.126,4.867,582.007
02-08-2019 10.00,1499,1.129,5.038,651.57
02-08-2019 11.00,1500,1.132,5.301,764.264
02-08-2019 12.00,1501,1.135,5.402,805.647
02-08-2019 13.00,1502,1.139,5.411,809.879
02-08-2019 14.00,1503,1.142,5.372,792.25
02-08-2019 15.00,1504,1.144,4.793,554.987
02-08-2019 16.00,1505,1.146,4.124,331.915
02-08-2019 17.00,1506,1.148,3.812,245.289
02-08-2019 18.00,1507,1.15,3.271,129.607
02-08-2019 19.00,1508,1.152,2.958,81.675
02-08-2019 20.00,1509,1.153,3.123,105.711
02-08-2019 21.00,1510,1.153,3.491,173.857
02-08-2019 22.00,1511,1.151,3.898,269.545
02-08-2019 23.00,1512,1.144,4.243,364.579
03-08-2019 0.00,1513,1.138,4.386,412.365
03-08-2019 1.00,1514,1.133,4.249,366.373
03-08-2019 2.00,1515,1.129,4.155,339.72
03-08-2019 3.00,1516,1.126,4.385,412.22
03-08-2019 4.00,1517,1.124,4.985,626.422
03-08-2019 5.00,1518,1.123,4.519,453.473
03-08-2019 6.00,1519,1.123,3.118,105.009
03-08-2019 7.00,1520,1.124,3.31,136.74
03-08-2019 8.00,1521,1.126,3.749,230.034
03-08-2019 9.00,1522,1.129,3.914,271.363
03-08-2019 10.00,1523,1.132,4.073,314.822
03-08-2019 11.00,1524,1.135,4.473,438.093
03-08-2019 12.00,1525,1.138,4.691,513.931
03-08-2019 13.00,1526,1.14,4.469,436.602
03-08-2019 14.00,1527,1.142,4.059,310.951
03-08-2019 15.00,1528,1.144,4.178,345.121
03-08-2019 16.00,1529,1.146,5.019,640.105
03-08-2019 17.00,1530,1.147,6.079,1152.79
03-08-2019 18.00,1531,1.149,6.304,1274.811
03-08-2019 19.00,1532,1.15,6.333,1295.23
03-08-2019 20.00,1533,1.151,6.061,1137.873
03-08-2019 21.00,1534,1.151,6.338,1295.394
03-08-2019 22.00,1535,1.148,6.017,1115.342
03-08-2019 23.00,1536,1.142,5.134,687.762
04-08-2019 0.00,1537,1.136,3.989,291.514
04-08-2019 1.00,1538,1.131,2.714,52.403
04-08-2019 2.00,1539,1.127,2.425,27.137
04-08-2019 3.00,1540,1.123,2.478,31.444
04-08-2019 4.00,1541,1.12,2.52,34.08
04-08-2019 5.00,1542,1.118,2.174,13.743
04-08-2019 6.00,1543,1.117,1.773,3.353
04-08-2019 7.00,1544,1.117,2.053,9.633
04-08-2019 8.00,1545,1.117,2.377,24.096
04-08-2019 9.00,1546,1.119,3.191,116.103
04-08-2019 10.00,1547,1.122,3.979,289.016
04-08-2019 11.00,1548,1.126,4.283,379.701
04-08-2019 12.00,1549,1.13,4.664,506.194
04-08-2019 13.00,1550,1.133,5.155,696.479
04-08-2019 14.00,1551,1.137,5.462,837.035
04-08-2019 15.00,1552,1.14,5.38,795.553
04-08-2019 16.00,1553,1.142,4.629,495.078
04-08-2019 17.00,1554,1.145,4.572,471.717
04-08-2019 18.00,1555,1.147,5.275,750.776
04-08-2019 19.00,1556,1.149,6.186,1210.247
04-08-2019 20.00,1557,1.151,7.14,1801.278
04-08-2019 21.00,1558,1.151,7.844,2275.572
04-08-2019 22.00,1559,1.148,8.051,2421.029
04-08-2019 23.00,1560,1.142,7.896,2312.134
05-08-2019 0.00,1561,1.136,7.423,1988.89
05-08-2019 1.00,1562,1.132,7.166,1815.825
05-08-2019 2.00,1563,1.129,7.033,1724.752
05-08-2019 3.00,1564,1.126,6.969,1683.847
05-08-2019 4.00,1565,1.124,6.893,1638.585
05-08-2019 5.00,1566,1.123,6.314,1280.389
05-08-2019 6.00,1567,1.122,5.826,1012.903
05-08-2019 7.00,1568,1.123,6.065,1139.937
05-08-2019 8.00,1569,1.125,6.283,1262.594
05-08-2019 9.00,1570,1.127,6.413,1339.619
05-08-2019 10.00,1571,1.131,6.393,1326.416
05-08-2019 11.00,1572,1.135,6.328,1292.615
05-08-2019 12.00,1573,1.139,5.881,1041.469
05-08-2019 13.00,1574,1.142,4.956,614.566
05-08-2019 14.00,1575,1.146,4.317,387.474
05-08-2019 15.00,1576,1.148,3.711,223.07
05-08-2019 16.00,1577,1.151,3.739,227.525
05-08-2019 17.00,1578,1.153,3.522,178.549
05-08-2019 18.00,1579,1.155,3.453,166.002
05-08-2019 19.00,1580,1.157,3.741,228.082
05-08-2019 20.00,1581,1.159,3.865,259.809
05-08-2019 21.00,1582,1.159,3.54,182.351
05-08-2019 22.00,1583,1.157,2.84,65.529
05-08-2019 23.00,1584,1.154,2.262,17.723
06-08-2019 0.00,1585,1.15,2.319,21.143
06-08-2019 1.00,1586,1.146,2.872,69.442
06-08-2019 2.00,1587,1.143,3.684,214.458
06-08-2019 3.00,1588,1.141,4.812,561.589
06-08-2019 4.00,1589,1.14,5.541,875.489
06-08-2019 5.00,1590,1.139,5.46,836.984
06-08-2019 6.00,1591,1.139,5.305,766.262
06-08-2019 7.00,1592,1.14,4.102,322.944
06-08-2019 8.00,1593,1.142,3.473,170.114
06-08-2019 9.00,1594,1.143,3.112,103.359
06-08-2019 10.00,1595,1.146,2.426,27.207
06-08-2019 11.00,1596,1.148,2.008,8.089
06-08-2019 12.00,1597,1.15,1.796,3.787
06-08-2019 13.00,1598,1.152,1.458,0.756
06-08-2019 14.00,1599,1.153,1.23,0.19
06-08-2019 15.00,1600,1.154,1.148,0.109
06-08-2019 16.00,1601,1.155,1.473,0.818
06-08-2019 17.00,1602,1.156,2.734,54.145
06-08-2019 18.00,1603,1.157,4.677,508.725
06-08-2019 19.00,1604,1.158,5.808,1004.365
06-08-2019 20.00,1605,1.159,5.914,1058.7
06-08-2019 21.00,1606,1.159,5.825,1012.228
06-08-2019 22.00,1607,1.158,5.753,975.39
06-08-2019 23.00,1608,1.154,5.76,978.654
07-08-2019 0.00,1609,1.15,5.852,1025.914
07-08-2019 1.00,1610,1.146,6.017,1115.35
07-08-2019 2.00,1611,1.143,6.104,1164.575
07-08-2019 3.00,1612,1.14,6.318,1282.957
07-08-2019 4.00,1613,1.138,6.417,1344.7
07-08-2019 5.00,1614,1.137,6.35,1306.324
07-08-2019 6.00,1615,1.136,6.147,1185.074
07-08-2019 7.00,1616,1.137,6.506,1393.782
07-08-2019 8.00,1617,1.139,7.043,1731.593
07-08-2019 9.00,1618,1.141,7.149,1807.022
07-08-2019 10.00,1619,1.143,7.474,2019.098
07-08-2019 11.00,1620,1.146,7.305,1904.53
07-08-2019 12.00,1621,1.148,6.942,1670.718
07-08-2019 13.00,1622,1.15,6.563,1428.367
07-08-2019 14.00,1623,1.152,6.029,1124.664
