Indicator 57 Monthly incinerator fuel usage of Australian Antarctic Stations,,,,,,,,,
Date,Latitude,Longitude,Place,Parameter,Value,Error,Unit of measure,,
Mar-11,-54.61988889,158.861,Macquarie Island,Fuel usage,480,,litres,,
Apr-11,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Apr-11,-68.57661111,77.96738889,Davis,Fuel usage,1050,50,litres,,
Apr-11,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Apr-11,-54.61988889,158.861,Macquarie Island,Fuel usage,750,,litres,,
May-11,-67.60269444,62.87380556,Mawson,Fuel usage,550,,litres,,
May-11,-68.57661111,77.96738889,Davis,Fuel usage,950,,litres,,
May-11,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
May-11,-54.61988889,158.861,Macquarie Island,Fuel usage,670,,litres,,
Jun-11,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Jun-11,-68.57661111,77.96738889,Davis,Fuel usage,600,,litres,,
Jun-11,-66.28180556,110.5276111,Casey,Fuel usage,550,,litres,,
Jun-11,-54.61988889,158.861,Macquarie Island,Fuel usage,250,,litres,,
Jul-11,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Jul-11,-68.57661111,77.96738889,Davis,Fuel usage,1050,,litres,,
Jul-11,-66.28180556,110.5276111,Casey,Fuel usage,850,,litres,,
Jul-11,-54.61988889,158.861,Macquarie Island,Fuel usage,503,,litres,,
Aug-11,-67.60269444,62.87380556,Mawson,Fuel usage,390,,litres,,
Aug-11,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Aug-11,-66.28180556,110.5276111,Casey,Fuel usage,200,,litres,,
Aug-11,-54.61988889,158.861,Macquarie Island,Fuel usage,400,,litres,,
Sep-11,-67.60269444,62.87380556,Mawson,Fuel usage,360,,litres,,
Sep-11,-68.57661111,77.96738889,Davis,Fuel usage,850,,litres,,
Sep-11,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
Sep-11,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres,,
Oct-11,-67.60269444,62.87380556,Mawson,Fuel usage,200,,litres,,
Oct-11,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
Oct-11,-66.28180556,110.5276111,Casey,Fuel usage,800,,litres,,
Oct-11,-54.61988889,158.861,Macquarie Island,Fuel usage,312,,litres,,
Nov-11,-67.60269444,62.87380556,Mawson,Fuel usage,475,,litres,,
Nov-11,-68.57661111,77.96738889,Davis,Fuel usage,1900,,litres,,
Nov-11,-66.28180556,110.5276111,Casey,Fuel usage,650,,litres,,
Nov-11,-54.61988889,158.861,Macquarie Island,Fuel usage,400,,litres,,
Dec-11,-67.60269444,62.87380556,Mawson,Fuel usage,375,,litres,,
Dec-11,-68.57661111,77.96738889,Davis,Fuel usage,1900,,litres,,
Dec-11,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Dec-11,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres,,
Jan-12,-67.60269444,62.87380556,Mawson,Fuel usage,300,,litres,,
Jan-12,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Jan-12,-66.28180556,110.5276111,Casey,Fuel usage,1900,,litres,,
Jan-12,-54.61988889,158.861,Macquarie Island,Fuel usage,520,,litres,,
Feb-12,-67.60269444,62.87380556,Mawson,Fuel usage,950,,litres,,
Feb-12,-68.57661111,77.96738889,Davis,Fuel usage,1200,,litres,,
Feb-12,-66.28180556,110.5276111,Casey,Fuel usage,1000,,litres,,
Feb-12,-54.61988889,158.861,Macquarie Island,Fuel usage,400,,litres,,
Mar-12,-67.60269444,62.87380556,Mawson,Fuel usage,900,,litres,,
Mar-12,-68.57661111,77.96738889,Davis,Fuel usage,4500,,litres,,
Mar-12,-66.28180556,110.5276111,Casey,Fuel usage,800,,litres,,
Mar-12,-54.61988889,158.861,Macquarie Island,Fuel usage,451,,litres,,
Apr-12,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Apr-12,-68.57661111,77.96738889,Davis,Fuel usage,700,,litres,,
Apr-12,-66.28180556,110.5276111,Casey,Fuel usage,1600,,litres,,
Apr-12,-54.61988889,158.861,Macquarie Island,Fuel usage,201,,litres,,
May-12,-67.60269444,62.87380556,Mawson,Fuel usage,490,,litres,,
May-12,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
May-12,-66.28180556,110.5276111,Casey,Fuel usage,460,,litres,,
May-12,-54.61988889,158.861,Macquarie Island,Fuel usage,310,,litres,,
Jun-12,-67.60269444,62.87380556,Mawson,Fuel usage,120,,litres,,
Jun-12,-68.57661111,77.96738889,Davis,Fuel usage,200,,litres,,
Jun-12,-66.28180556,110.5276111,Casey,Fuel usage,900,,litres,,
Jun-12,-54.61988889,158.861,Macquarie Island,Fuel usage,600,,litres,,
Jul-12,-67.60269444,62.87380556,Mawson,Fuel usage,280,,litres,,
Jul-12,-68.57661111,77.96738889,Davis,Fuel usage,200,,litres,,
Jul-12,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
Jul-12,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres,,
Aug-12,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Aug-12,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Aug-12,-66.28180556,110.5276111,Casey,Fuel usage,1200,,litres,,
Aug-12,-54.61988889,158.861,Macquarie Island,Fuel usage,200,,litres,,
Sep-12,-67.60269444,62.87380556,Mawson,Fuel usage,150,,litres,,
Sep-12,-68.57661111,77.96738889,Davis,Fuel usage,200,,litres,,
Sep-12,-66.28180556,110.5276111,Casey,Fuel usage,650,,litres,,
Sep-12,-54.61988889,158.861,Macquarie Island,Fuel usage,600,,litres,,
Oct-12,-67.60269444,62.87380556,Mawson,Fuel usage,50,,litres,,
Oct-12,-68.57661111,77.96738889,Davis,Fuel usage,1200,,litres,,
Oct-12,-66.28180556,110.5276111,Casey,Fuel usage,600,,litres,,
Oct-12,-54.61988889,158.861,Macquarie Island,Fuel usage,550,,litres,,
Nov-12,-67.60269444,62.87380556,Mawson,Fuel usage,50,,litres,,
Nov-12,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Nov-12,-66.28180556,110.5276111,Casey,Fuel usage,600,,litres,,
Nov-12,-54.61988889,158.861,Macquarie Island,Fuel usage,700,,litres,,
Dec-12,-67.60269444,62.87380556,Mawson,Fuel usage,200,,litres,,
Dec-12,-66.28180556,110.5276111,Casey,Fuel usage,600,,litres,,
Dec-12,-54.61988889,158.861,Macquarie Island,Fuel usage,650,,litres,,
Jan-13,-67.60269444,62.87380556,Mawson,Fuel usage,300,,litres,,
Jan-13,-68.57661111,77.96738889,Davis,Fuel usage,1300,,litres,,
Jan-13,-66.28180556,110.5276111,Casey,Fuel usage,900,,litres,,
Jan-13,-54.61988889,158.861,Macquarie Island,Fuel usage,1450,,litres,,
Feb-13,-67.60269444,62.87380556,Mawson,Fuel usage,1200,,litres,,
Feb-13,-68.57661111,77.96738889,Davis,Fuel usage,2800,,litres,,
Feb-13,-66.28180556,110.5276111,Casey,Fuel usage,1000,,litres,,
Feb-13,-54.61988889,158.861,Macquarie Island,Fuel usage,775,,litres,,
Mar-13,-67.60269444,62.87380556,Mawson,Fuel usage,1050,,litres,,
Mar-13,-68.57661111,77.96738889,Davis,Fuel usage,2800,,litres,,
Mar-13,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Mar-13,-54.61988889,158.861,Macquarie Island,Fuel usage,2192,,litres,,
Apr-13,-67.60269444,62.87380556,Mawson,Fuel usage,700,,litres,,
Apr-13,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Apr-13,-66.28180556,110.5276111,Casey,Fuel usage,400,,litres,,
Apr-13,-54.61988889,158.861,Macquarie Island,Fuel usage,1300,,litres,,
May-13,-67.60269444,62.87380556,Mawson,Fuel usage,1100,,litres,,
May-13,-68.57661111,77.96738889,Davis,Fuel usage,1200,,litres,,
May-13,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
May-13,-54.61988889,158.861,Macquarie Island,Fuel usage,650,,litres,,
Jun-13,-67.60269444,62.87380556,Mawson,Fuel usage,700,,litres,,
Jun-13,-68.57661111,77.96738889,Davis,Fuel usage,1050,,litres,,
Jun-13,-66.28180556,110.5276111,Casey,Fuel usage,100,,litres,,
Jun-13,-54.61988889,158.861,Macquarie Island,Fuel usage,600,,litres,,
Jul-13,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Jul-13,-68.57661111,77.96738889,Davis,Fuel usage,2200,,litres,,
Jul-13,-66.28180556,110.5276111,Casey,Fuel usage,400,,litres,,
Jul-13,-54.61988889,158.861,Macquarie Island,Fuel usage,501,,litres,,
Aug-13,-67.60269444,62.87380556,Mawson,Fuel usage,1200,,litres,,
Aug-13,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Aug-13,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Aug-13,-54.61988889,158.861,Macquarie Island,Fuel usage,451,,litres,,
Sep-13,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Sep-13,-68.57661111,77.96738889,Davis,Fuel usage,450,,litres,,
Sep-13,-66.28180556,110.5276111,Casey,Fuel usage,100,,litres,,
Sep-13,-54.61988889,158.861,Macquarie Island,Fuel usage,400,,litres,,
Oct-13,-67.60269444,62.87380556,Mawson,Fuel usage,900,,litres,,
Oct-13,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
Oct-13,-66.28180556,110.5276111,Casey,Fuel usage,150,,litres,,
Oct-13,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres,,
Nov-13,-67.60269444,62.87380556,Mawson,Fuel usage,1000,,litres,,
Nov-13,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Nov-13,-66.28180556,110.5276111,Casey,Fuel usage,150,,litres,,
Nov-13,-54.61988889,158.861,Macquarie Island,Fuel usage,350,,litres,,
Dec-13,-67.60269444,62.87380556,Mawson,Fuel usage,850,,litres,,
Dec-13,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Dec-13,-66.28180556,110.5276111,Casey,Fuel usage,1100,,litres,,
Dec-13,-54.61988889,158.861,Macquarie Island,Fuel usage,401,,litres,,
Jan-14,-67.60269444,62.87380556,Mawson,Fuel usage,1400,,litres,,
Jan-14,-68.57661111,77.96738889,Davis,Fuel usage,1100,,litres,,
Jan-14,-66.28180556,110.5276111,Casey,Fuel usage,1000,,litres,,
Jan-14,-54.61988889,158.861,Macquarie Island,Fuel usage,740,,litres,,
Feb-14,-67.60269444,62.87380556,Mawson,Fuel usage,1500,,litres,,
Feb-14,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Feb-14,-66.28180556,110.5276111,Casey,Fuel usage,1000,,litres,,
Feb-14,-54.61988889,158.861,Macquarie Island,Fuel usage,400,,litres,,
Mar-14,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Mar-14,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Mar-14,-66.28180556,110.5276111,Casey,Fuel usage,200,,litres,,
Mar-14,-54.61988889,158.861,Macquarie Island,Fuel usage,1800,,litres,,
Apr-14,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Apr-14,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
Apr-14,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Apr-14,-54.61988889,158.861,Macquarie Island,Fuel usage,1460,,litres,,
May-14,-67.60269444,62.87380556,Mawson,Fuel usage,750,,litres,,
May-14,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
May-14,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
May-14,-54.61988889,158.861,Macquarie Island,Fuel usage,900,,litres,,
Jun-14,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Jun-14,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Jun-14,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Jun-14,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres,,
Jul-14,-67.60269444,62.87380556,Mawson,Fuel usage,750,,litres,,
Jul-14,-68.57661111,77.96738889,Davis,Fuel usage,300,,litres,,
Jul-14,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Jul-14,-54.61988889,158.861,Macquarie Island,Fuel usage,720,,litres,,
Aug-14,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Aug-14,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Aug-14,-66.28180556,110.5276111,Casey,Fuel usage,600,,litres,,
Aug-14,-54.61988889,158.861,Macquarie Island,Fuel usage,600,,litres,,
Sep-14,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Sep-14,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
Sep-14,-66.28180556,110.5276111,Casey,Fuel usage,150,,litres,,
Sep-14,-54.61988889,158.861,Macquarie Island,Fuel usage,750,,litres,,
Oct-14,-67.60269444,62.87380556,Mawson,Fuel usage,750,,litres,,
Oct-14,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Oct-14,-66.28180556,110.5276111,Casey,Fuel usage,200,,litres,,
Oct-14,-54.61988889,158.861,Macquarie Island,Fuel usage,550,,litres,,
Nov-14,-67.60269444,62.87380556,Mawson,Fuel usage,950,,litres,,
Nov-14,-68.57661111,77.96738889,Davis,Fuel usage,650,,litres,,
Nov-14,-66.28180556,110.5276111,Casey,Fuel usage,550,,litres,,
Nov-14,-54.61988889,158.861,Macquarie Island,Fuel usage,800,,litres,,
Dec-14,-67.60269444,62.87380556,Mawson,Fuel usage,1050,,litres,,
Dec-14,-68.57661111,77.96738889,Davis,Fuel usage,650,,litres,,
Dec-14,-66.28180556,110.5276111,Casey,Fuel usage,1000,,litres,,
Dec-14,-54.61988889,158.861,Macquarie Island,Fuel usage,525,,litres,,
Jan-15,-67.60269444,62.87380556,Mawson,Fuel usage,300,,litres,,
Jan-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Jan-15,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Jan-15,-54.61988889,158.861,Macquarie Island,Fuel usage,1051,,litres,,
Feb-15,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Feb-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Feb-15,-66.28180556,110.5276111,Casey,Fuel usage,1500,,litres,,
Feb-15,-54.61988889,158.861,Macquarie Island,Fuel usage,1050,,litres,,
Mar-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Mar-15,-66.28180556,110.5276111,Casey,Fuel usage,200,,litres,,
Apr-15,-67.60269444,62.87380556,Mawson,Fuel usage,1450,,litres,,
Apr-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Apr-15,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Apr-15,-54.61988889,158.861,Macquarie Island,Fuel usage,1470,,litres,,
May-15,-67.60269444,62.87380556,Mawson,Fuel usage,450,,litres,,
May-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
May-15,-66.28180556,110.5276111,Casey,Fuel usage,800,,litres,,
May-15,-54.61988889,158.861,Macquarie Island,Fuel usage,1200,,litres,,
Jun-15,-67.60269444,62.87380556,Mawson,Fuel usage,1100,,litres,,
Jun-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Jun-15,-66.28180556,110.5276111,Casey,Fuel usage,400,,litres,,
Jun-15,-54.61988889,158.861,Macquarie Island,Fuel usage,901,,litres,,
Jul-15,-67.60269444,62.87380556,Mawson,Fuel usage,700,,litres,,
Jul-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Jul-15,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Jul-15,-54.61988889,158.861,Macquarie Island,Fuel usage,600,,litres,,
Aug-15,-67.60269444,62.87380556,Mawson,Fuel usage,700,,litres,,
Aug-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Aug-15,-66.28180556,110.5276111,Casey,Fuel usage,600,,litres,,
Aug-15,-54.61988889,158.861,Macquarie Island,Fuel usage,880,,litres,,
Sep-15,-67.60269444,62.87380556,Mawson,Fuel usage,700,,litres,,
Sep-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Sep-15,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Sep-15,-54.61988889,158.861,Macquarie Island,Fuel usage,878,,litres,,
Oct-15,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Oct-15,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Oct-15,-66.28180556,110.5276111,Casey,Fuel usage,900,,litres,,
Oct-15,-54.61988889,158.861,Macquarie Island,Fuel usage,970,,litres,,
Nov-15,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Nov-15,-68.57661111,77.96738889,Davis,Fuel usage,1600,,litres,,
Nov-15,-66.28180556,110.5276111,Casey,Fuel usage,100,,litres,,
Nov-15,-54.61988889,158.861,Macquarie Island,Fuel usage,841,,litres,,
Dec-15,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Dec-15,-68.57661111,77.96738889,Davis,Fuel usage,2000,,litres,,
Dec-15,-66.28180556,110.5276111,Casey,Fuel usage,,,litres,,
Dec-15,-54.61988889,158.861,Macquarie Island,Fuel usage,1000,,litres,,
Jan-16,-67.60269444,62.87380556,Mawson,Fuel usage,1300,,litres,,
Jan-16,-68.57661111,77.96738889,Davis,Fuel usage,2000,,litres,,
Jan-16,-66.28180556,110.5276111,Casey,Fuel usage,1100,,litres,,
Feb-16,-67.60269444,62.87380556,Mawson,Fuel usage,1450,,litres,,
Feb-16,-68.57661111,77.96738889,Davis,Fuel usage,3000,,litres,,
Feb-16,-66.28180556,110.5276111,Casey,Fuel usage,900,,litres,,
