??,??,??,??,??????,????????,????
19-09-2019 18.00,451,3.021,0.005,0,0.002,0
19-09-2019 19.00,452,2.238,0.005,0,0,0
19-09-2019 20.00,453,1.791,0.005,0,0,0
19-09-2019 21.00,454,1.613,0.005,0,0,0
19-09-2019 22.00,455,1.613,0.005,0,0,0
19-09-2019 23.00,456,1.659,0.005,0,0,0
20-09-2019 0.00,457,1.606,0.005,0,0,0
20-09-2019 1.00,458,1.403,0.005,0,0,0
20-09-2019 2.00,459,1.008,0.005,0,0,0
20-09-2019 3.00,460,0.415,0.005,0,0,0
20-09-2019 4.00,461,-0.087,0.005,0,0.012,0
20-09-2019 5.00,462,0.145,0.005,17.89,53.621,815.039
20-09-2019 6.00,463,4.008,0.005,113.109,267.245,2327.772
20-09-2019 7.00,464,7.556,0.005,230.989,483.99,2868.353
20-09-2019 8.00,465,11.231,0.005,344.273,669.583,2934.609
20-09-2019 9.00,466,13.595,0.006,442.42,811.35,3318.227
20-09-2019 10.00,467,15.136,0.006,498.558,899.623,3147.986
20-09-2019 11.00,468,15.79,0.006,502.459,928.354,2692.919
20-09-2019 12.00,469,15.452,0.006,466.13,895.554,1583.747
20-09-2019 13.00,470,14.815,0.006,386.907,803.445,902.047
20-09-2019 14.00,471,14.384,0.006,289.358,658.286,552.228
20-09-2019 15.00,472,13.373,0.007,180.486,469.947,351.216
20-09-2019 16.00,473,11.909,0.007,79.802,251.226,179.726
20-09-2019 17.00,474,11.059,0.007,11.154,43.745,14.832
20-09-2019 18.00,475,10.422,0.006,0,0,0
20-09-2019 19.00,476,9.07,0.006,0,0,0
20-09-2019 20.00,477,7.859,0.006,0,0,0
20-09-2019 21.00,478,7.444,0.006,0,0,0
20-09-2019 22.00,479,7.31,0.006,0,0,0
20-09-2019 23.00,480,7.22,0.006,0,0,0
21-09-2019 0.00,481,7.205,0.006,0,0,0
21-09-2019 1.00,482,6.968,0.006,0,0,0
21-09-2019 2.00,483,6.635,0.006,0,0,0
21-09-2019 3.00,484,6.284,0.006,0,0,0
21-09-2019 4.00,485,5.964,0.006,0,0.004,0
21-09-2019 5.00,486,5.708,0.006,9.487,49.461,2.953
21-09-2019 6.00,487,5.814,0.006,76.185,260.669,125.502
21-09-2019 7.00,488,6.386,0.006,202.23,477.562,821.154
21-09-2019 8.00,489,7.945,0.006,367.174,663.287,2723.601
21-09-2019 9.00,490,10.042,0.006,492.306,805.149,3638.22
21-09-2019 10.00,491,11.537,0.006,563.729,893.488,3907.254
21-09-2019 11.00,492,12.409,0.005,582.339,922.231,3918.685
21-09-2019 12.00,493,12.902,0.006,566.096,889.406,3984.641
21-09-2019 13.00,494,12.985,0.006,509.589,797.245,3883.867
21-09-2019 14.00,495,12.65,0.006,405.386,651.979,3658.725
21-09-2019 15.00,496,11.852,0.006,260.991,463.502,3213.003
21-09-2019 16.00,497,10.208,0.007,113.707,244.632,2280.003
21-09-2019 17.00,498,6.561,0.006,13.186,39.938,231.397
21-09-2019 18.00,499,5.033,0.006,0,0,0
21-09-2019 19.00,500,4.479,0.006,0,0,0
21-09-2019 20.00,501,4.338,0.006,0,0,0
21-09-2019 21.00,502,4.169,0.006,0,0,0
21-09-2019 22.00,503,3.916,0.005,0,0,0
21-09-2019 23.00,504,3.521,0.005,0,0,0
22-09-2019 0.00,505,3.25,0.005,0,0,0
22-09-2019 1.00,506,3.254,0.005,0,0,0
22-09-2019 2.00,507,3.541,0.005,0,0,0
22-09-2019 3.00,508,3.619,0.005,0,0,0
22-09-2019 4.00,509,3.164,0.005,0,0.001,0
22-09-2019 5.00,510,2.886,0.005,16.836,45.477,410.774
22-09-2019 6.00,511,5.733,0.005,129.089,254.062,2075.867
22-09-2019 7.00,512,8.814,0.006,303.636,471.106,3078.919
22-09-2019 8.00,513,12.079,0.006,469.579,656.958,3545.3
22-09-2019 9.00,514,14.329,0.006,598.515,798.902,3764.373
22-09-2019 10.00,515,16.036,0.006,677.365,887.297,3837.119
22-09-2019 11.00,516,17.212,0.007,703.341,916.068,3833.752
22-09-2019 12.00,517,17.858,0.007,674.484,883.22,3849.929
22-09-2019 13.00,518,17.999,0.007,593.458,790.98,3746.018
22-09-2019 14.00,519,17.61,0.007,466.901,645.63,3507.031
22-09-2019 15.00,520,16.72,0.008,308.672,457.018,3038.655
22-09-2019 16.00,521,14.699,0.009,138.379,238.006,2067.45
22-09-2019 17.00,522,12.267,0.008,15.195,36.313,154.34
22-09-2019 18.00,523,11.3,0.007,0,0,0
22-09-2019 19.00,524,10.555,0.007,0,0,0
22-09-2019 20.00,525,9.851,0.007,0,0,0
22-09-2019 21.00,526,9.165,0.007,0,0,0
22-09-2019 22.00,527,8.461,0.007,0,0,0
22-09-2019 23.00,528,7.871,0.007,0,0,0
23-09-2019 0.00,529,7.481,0.007,0,0,0
23-09-2019 1.00,530,7.195,0.006,0,0,0
23-09-2019 2.00,531,6.916,0.006,0,0,0
23-09-2019 3.00,532,6.462,0.006,0,0,0
23-09-2019 4.00,533,5.731,0.006,0,0,0
23-09-2019 5.00,534,5.127,0.006,16.834,41.678,454.836
23-09-2019 6.00,535,8.12,0.006,133.396,247.434,2085.162
23-09-2019 7.00,536,11.629,0.007,308.044,464.608,3048.223
23-09-2019 8.00,537,14.904,0.007,466.945,650.565,3470.705
23-09-2019 9.00,538,17.313,0.007,590.157,792.612,3683.192
23-09-2019 10.00,539,18.692,0.007,664.965,881.057,3764.626
23-09-2019 11.00,540,19.555,0.007,684.945,909.841,3769.899
23-09-2019 12.00,541,19.966,0.007,643.831,876.973,3784.049
23-09-2019 13.00,542,19.944,0.007,555.681,784.672,3667.306
23-09-2019 14.00,543,19.515,0.008,431.993,639.23,3386.068
23-09-2019 15.00,544,18.508,0.008,280.454,450.511,2796.334
23-09-2019 16.00,545,16.615,0.008,121.014,231.359,1593.31
23-09-2019 17.00,546,14.449,0.008,12.217,32.875,51.628
23-09-2019 18.00,547,13.842,0.007,0,0,0
23-09-2019 19.00,548,12.828,0.007,0,0,0
23-09-2019 20.00,549,10.996,0.007,0,0,0
23-09-2019 21.00,550,8.835,0.007,0,0,0
23-09-2019 22.00,551,7.179,0.006,0,0,0
23-09-2019 23.00,552,5.824,0.006,0,0,0
24-09-2019 0.00,553,4.669,0.006,0,0,0
24-09-2019 1.00,554,3.792,0.006,0,0,0
24-09-2019 2.00,555,3.233,0.006,0,0,0
24-09-2019 3.00,556,2.728,0.006,0,0,0
24-09-2019 4.00,557,2.311,0.005,0,0,0
24-09-2019 5.00,558,2.272,0.005,14.71,38.063,367.187
24-09-2019 6.00,559,4.952,0.005,129.603,240.782,1966.937
24-09-2019 7.00,560,8.032,0.005,312.132,458.078,3100.504
24-09-2019 8.00,561,10.976,0.005,473.559,644.148,3609.26
24-09-2019 9.00,562,12.381,0.005,599.801,786.277,3849.131
24-09-2019 10.00,563,13.109,0.005,677.596,874.759,3903.246
24-09-2019 11.00,564,13.445,0.005,697.922,903.551,3870.217
24-09-2019 12.00,565,13.565,0.004,664.595,870.668,3901.87
24-09-2019 13.00,566,13.435,0.004,582.714,778.324,3830.738
24-09-2019 14.00,567,12.958,0.004,456.08,632.797,3587.783
24-09-2019 15.00,568,12.045,0.005,297.824,443.958,3144.335
24-09-2019 16.00,569,10.226,0.005,128.51,224.69,2132.704
24-09-2019 17.00,570,7.005,0.005,12.007,29.625,109.851
24-09-2019 18.00,571,5.728,0.005,0,0,0
24-09-2019 19.00,572,4.828,0.005,0,0,0
24-09-2019 20.00,573,3.98,0.005,0,0,0
24-09-2019 21.00,574,3.285,0.005,0,0,0
24-09-2019 22.00,575,3.383,0.004,0,0,0
24-09-2019 23.00,576,3.836,0.004,0,0,0
25-09-2019 0.00,577,4.139,0.004,0,0,0
25-09-2019 1.00,578,4.211,0.004,0,0,0
25-09-2019 2.00,579,4.078,0.004,0,0,0
25-09-2019 3.00,580,3.645,0.004,0,0,0
25-09-2019 4.00,581,3.056,0.004,0,0,0
25-09-2019 5.00,582,2.493,0.004,14.263,34.636,336.63
25-09-2019 6.00,583,4.705,0.005,135.747,234.105,2022.827
25-09-2019 7.00,584,8.437,0.005,306.366,451.526,3054.918
25-09-2019 8.00,585,11.754,0.005,462.663,637.686,3520.814
25-09-2019 9.00,586,14.136,0.005,584.966,779.888,3745.457
25-09-2019 10.00,587,15.758,0.005,660.996,868.42,3824.173
25-09-2019 11.00,588,16.932,0.005,684.986,897.229,3839.906
25-09-2019 12.00,589,17.566,0.006,653.979,864.318,3859.033
25-09-2019 13.00,590,17.743,0.006,571.406,771.927,3753.082
25-09-2019 14.00,591,17.458,0.006,445.24,626.318,3520.249
25-09-2019 15.00,592,17.03,0.007,287.703,437.386,3044.799
25-09-2019 16.00,593,15.23,0.008,120.94,217.999,2041.215
25-09-2019 17.00,594,13.831,0.006,10.335,26.565,78.465
25-09-2019 18.00,595,13.03,0.006,0,0,0
25-09-2019 19.00,596,12.433,0.006,0,0,0
25-09-2019 20.00,597,11.906,0.006,0,0,0
25-09-2019 21.00,598,11.323,0.006,0,0,0
25-09-2019 22.00,599,10.364,0.006,0,0,0
25-09-2019 23.00,600,8.68,0.006,0,0,0
26-09-2019 0.00,601,6.896,0.006,0,0,0
26-09-2019 1.00,602,5.595,0.006,0,0,0
26-09-2019 2.00,603,4.699,0.005,0,0,0
26-09-2019 3.00,604,3.983,0.005,0,0,0
26-09-2019 4.00,605,3.601,0.005,0,0,0
26-09-2019 5.00,606,3.519,0.005,12.98,31.4,283.86
26-09-2019 6.00,607,6.604,0.006,129.06,227.41,1984.257
26-09-2019 7.00,608,9.534,0.006,297.012,444.931,3046.425
26-09-2019 8.00,609,12.861,0.006,454.872,631.178,3518.821
26-09-2019 9.00,610,15.466,0.006,577.645,773.465,3744.067
26-09-2019 10.00,611,17.545,0.007,654.459,862.036,3818.283
26-09-2019 11.00,612,19.191,0.007,680.675,890.854,3794.377
26-09-2019 12.00,613,20.369,0.007,649.991,857.934,3807.134
26-09-2019 13.00,614,20.851,0.007,566.922,765.483,3696.08
26-09-2019 14.00,615,20.617,0.008,439.893,619.805,3469.074
26-09-2019 15.00,616,21.451,0.008,280.962,430.78,2974.95
26-09-2019 16.00,617,19.193,0.009,114.39,211.292,1992.009
26-09-2019 17.00,618,16.452,0.008,8.568,23.693,59.901
26-09-2019 18.00,619,14.522,0.008,0,0,0
26-09-2019 19.00,620,13.215,0.008,0,0,0
26-09-2019 20.00,621,12.222,0.007,0,0,0
26-09-2019 21.00,622,11.239,0.007,0,0,0
26-09-2019 22.00,623,10.19,0.007,0,0,0
26-09-2019 23.00,624,9.358,0.007,0,0,0
27-09-2019 0.00,625,8.906,0.007,0,0,0
27-09-2019 1.00,626,8.718,0.007,0,0,0
27-09-2019 2.00,627,8.489,0.007,0,0,0
27-09-2019 3.00,628,8.183,0.007,0,0,0
27-09-2019 4.00,629,7.88,0.007,0,0,0
27-09-2019 5.00,630,7.595,0.007,10.2,28.355,109.773
27-09-2019 6.00,631,10.434,0.008,103.743,220.692,1289.186
27-09-2019 7.00,632,13.766,0.008,254.582,438.309,2455.079
27-09-2019 8.00,633,16.808,0.009,406.46,624.65,3011.223
27-09-2019 9.00,634,19.737,0.009,528.616,766.981,3320.784
27-09-2019 10.00,635,21.639,0.009,603.425,855.599,3460.61
27-09-2019 11.00,636,22.716,0.01,624.72,884.417,3455.375
27-09-2019 12.00,637,22.958,0.01,592.73,851.5,3191.925
27-09-2019 13.00,638,22.676,0.01,513.746,759.013,2995.734
27-09-2019 14.00,639,21.918,0.011,398.516,613.251,2547.82
27-09-2019 15.00,640,20.696,0.011,254.617,424.152,2033.968
27-09-2019 16.00,641,18.663,0.011,102.062,204.569,1249.26
27-09-2019 17.00,642,16.064,0.01,7.115,21.01,16.358
27-09-2019 18.00,643,15.04,0.01,0,0,0
27-09-2019 19.00,644,14.399,0.01,0,0,0
27-09-2019 20.00,645,13.526,0.01,0,0,0
27-09-2019 21.00,646,12.697,0.01,0,0,0
27-09-2019 22.00,647,11.871,0.009,0,0,0
27-09-2019 23.00,648,11.249,0.009,0,0,0
28-09-2019 0.00,649,10.839,0.009,0,0,0
28-09-2019 1.00,650,10.585,0.009,0,0,0
28-09-2019 2.00,651,10.337,0.009,0,0,0
28-09-2019 3.00,652,10.219,0.008,0,0,0
28-09-2019 4.00,653,10.183,0.008,0,0,0
28-09-2019 5.00,654,10.345,0.008,8.573,25.5,29.491
28-09-2019 6.00,655,12.189,0.008,97.161,213.966,502.387
28-09-2019 7.00,656,14.442,0.009,245.393,431.673,1496.986
28-09-2019 8.00,657,17.035,0.009,389.98,618.074,2342.608
28-09-2019 9.00,658,19.083,0.009,498.088,760.469,2925.395
28-09-2019 10.00,659,20.223,0.01,564.079,849.116,3418.013
28-09-2019 11.00,660,21.064,0.01,591.584,877.945,3631.766
28-09-2019 12.00,661,21.489,0.01,562.249,844.999,3617.973
28-09-2019 13.00,662,21.53,0.01,484.973,752.477,3457.507
28-09-2019 14.00,663,21.141,0.01,371.877,606.672,3220.325
28-09-2019 15.00,664,20.155,0.01,229.741,417.493,2612.028
28-09-2019 16.00,665,18.222,0.01,90.142,197.84,1427.518
28-09-2019 17.00,666,16.141,0.01,5.858,18.515,10.453
28-09-2019 18.00,667,15.145,0.009,0,0,0
28-09-2019 19.00,668,14.454,0.009,0,0,0
28-09-2019 20.00,669,14.202,0.009,0,0,0
28-09-2019 21.00,670,14.212,0.009,0,0,0
28-09-2019 22.00,671,13.985,0.008,0,0,0
28-09-2019 23.00,672,13.641,0.008,0,0,0
29-09-2019 0.00,673,12.855,0.008,0,0,0
29-09-2019 1.00,674,12.34,0.007,0,0,0
29-09-2019 2.00,675,11.769,0.007,0,0,0
29-09-2019 3.00,676,11.158,0.007,0,0,0
29-09-2019 4.00,677,10.537,0.007,0,0,0
29-09-2019 5.00,678,9.972,0.006,7.385,22.838,12.654
29-09-2019 6.00,679,9.728,0.006,105.526,207.223,778.897
29-09-2019 7.00,680,10.265,0.006,272.015,425.007,2507.547
29-09-2019 8.00,681,11.717,0.006,434.956,611.472,3534.448
29-09-2019 9.00,682,13.127,0.005,561.256,753.926,3826.453
29-09-2019 10.00,683,14.064,0.005,635.202,842.597,3946.472
29-09-2019 11.00,684,14.585,0.005,647.792,871.44,3957.249
29-09-2019 12.00,685,14.795,0.005,598.881,838.481,3945.904
29-09-2019 13.00,686,14.551,0.005,504.592,745.913,3637.499
29-09-2019 14.00,687,13.858,0.005,376.842,600.064,3272.932
29-09-2019 15.00,688,12.495,0.005,227.426,410.815,1794.016
29-09-2019 16.00,689,10.259,0.006,84.414,191.105,277.331
29-09-2019 17.00,690,8.238,0.006,5.347,16.204,0
29-09-2019 18.00,691,7.83,0.005,0,0,0
29-09-2019 19.00,692,7.439,0.005,0,0,0
29-09-2019 20.00,693,7.082,0.005,0,0,0
29-09-2019 21.00,694,6.242,0.005,0,0,0
29-09-2019 22.00,695,4.902,0.005,0,0,0
29-09-2019 23.00,696,4.004,0.005,0,0,0
30-09-2019 0.00,697,3.642,0.004,0,0,0
30-09-2019 1.00,698,3.116,0.004,0,0,0
30-09-2019 2.00,699,2.527,0.004,0,0,0
30-09-2019 3.00,700,1.86,0.004,0,0,0
30-09-2019 4.00,701,1.137,0.004,0,0,0
30-09-2019 5.00,702,0.87,0.005,6.893,20.366,143.893
30-09-2019 6.00,703,3.623,0.005,84.046,200.474,1893.399
30-09-2019 7.00,704,6.631,0.005,205.951,418.311,2953.939
30-09-2019 8.00,705,9.84,0.005,319.296,604.846,2758.971
30-09-2019 9.00,706,12.168,0.006,394.908,747.334,2188.104
30-09-2019 10.00,707,13.993,0.006,436.374,836.03,2405.635
30-09-2019 11.00,708,14.921,0.006,449.482,864.883,2019.402
30-09-2019 12.00,709,14.789,0.007,419.58,831.905,824.244
30-09-2019 13.00,710,14.245,0.007,352.09,739.323,382.874
30-09-2019 14.00,711,14.048,0.008,260.97,593.416,349.997
30-09-2019 15.00,712,14.218,0.009,158.713,404.114,328.201
30-09-2019 16.00,713,13.056,0.009,59.42,184.374,109.836
30-09-2019 17.00,714,12.218,0.008,3.223,14.074,0
30-09-2019 18.00,715,12.694,0.008,0,0,0
30-09-2019 19.00,716,13.521,0.009,0,0,0
30-09-2019 20.00,717,13.58,0.009,0,0,0
30-09-2019 21.00,718,13.502,0.009,0,0,0
30-09-2019 22.00,719,14.525,0.009,0,0,0
30-09-2019 23.00,720,15.078,0.009,0,0,0
01-10-2019 0.00,721,14.932,0.009,0,0,0
01-10-2019 1.00,722,14.412,0.009,0,0,0
01-10-2019 2.00,723,13.775,0.009,0,0,0
01-10-2019 3.00,724,13.608,0.008,0,0,0
01-10-2019 4.00,725,13.588,0.008,0,0,0
01-10-2019 5.00,726,13.85,0.008,4.144,18.08,1.262
01-10-2019 6.00,727,14.483,0.009,64.748,193.726,276.79
01-10-2019 7.00,728,15.754,0.009,180.005,411.603,1182.288
01-10-2019 8.00,729,17.729,0.01,306.37,598.187,2169.255
01-10-2019 9.00,730,19.755,0.01,427.706,740.704,2659.851
01-10-2019 10.00,731,21.223,0.01,518.231,829.433,2686.627
01-10-2019 11.00,732,22.137,0.011,553.894,858.285,2852.122
01-10-2019 12.00,733,22.637,0.011,534.224,825.306,2733.41
01-10-2019 13.00,734,22.764,0.011,460.373,732.681,2497.004
01-10-2019 14.00,735,22.514,0.012,346.339,586.744,2301.659
01-10-2019 15.00,736,21.542,0.012,205.956,397.4,1565.027
01-10-2019 16.00,737,19.737,0.012,70.554,177.649,613.821
01-10-2019 17.00,738,17.486,0.011,2.865,12.124,0
01-10-2019 18.00,739,16.426,0.011,0,0,0
01-10-2019 19.00,740,16.063,0.011,0,0,0
01-10-2019 20.00,741,15.742,0.011,0,0,0
01-10-2019 21.00,742,15.535,0.01,0,0,0
01-10-2019 22.00,743,15.178,0.01,0,0,0
01-10-2019 23.00,744,14.66,0.01,0,0,0
02-10-2019 0.00,745,14.181,0.01,0,0,0
02-10-2019 1.00,746,13.828,0.009,0,0,0
02-10-2019 2.00,747,13.583,0.009,0,0,0
02-10-2019 3.00,748,13.282,0.009,0,0,0
02-10-2019 4.00,749,13.008,0.009,0,0,0
02-10-2019 5.00,750,12.75,0.008,4.642,15.975,4.762
02-10-2019 6.00,751,13.841,0.008,70.416,186.981,514.047
02-10-2019 7.00,752,15.601,0.009,193.073,404.881,1618.987
02-10-2019 8.00,753,18.081,0.009,323.802,591.504,2267.09
02-10-2019 9.00,754,20.027,0.009,426.102,734.05,2693.839
02-10-2019 10.00,755,21.246,0.009,497.112,822.791,2884.917
02-10-2019 11.00,756,21.995,0.008,514.521,851.661,2936.59
02-10-2019 12.00,757,22.418,0.008,489.13,818.656,2710.255
02-10-2019 13.00,758,22.445,0.008,422.861,726.028,2367.551
02-10-2019 14.00,759,21.915,0.008,314.008,580.051,1690.066
02-10-2019 15.00,760,20.733,0.009,179.518,390.668,612.689
02-10-2019 16.00,761,18.587,0.009,58.789,170.94,132.815
02-10-2019 17.00,762,16.496,0.008,2.357,10.348,0
02-10-2019 18.00,763,15.309,0.008,0,0,0
02-10-2019 19.00,764,13.186,0.007,0,0,0
02-10-2019 20.00,765,11.236,0.007,0,0,0
02-10-2019 21.00,766,9.687,0.007,0,0,0
02-10-2019 22.00,767,8.654,0.006,0,0,0
02-10-2019 23.00,768,7.797,0.006,0,0,0
03-10-2019 0.00,769,7.198,0.006,0,0,0
03-10-2019 1.00,770,6.773,0.006,0,0,0
03-10-2019 2.00,771,6.448,0.006,0,0,0
03-10-2019 3.00,772,6.179,0.005,0,0,0
03-10-2019 4.00,773,5.902,0.005,0,0,0
03-10-2019 5.00,774,5.723,0.005,2.401,14.048,0
03-10-2019 6.00,775,5.596,0.005,42.132,180.249,20.974
03-10-2019 7.00,776,5.122,0.005,123.499,398.14,94.891
03-10-2019 8.00,777,4.496,0.005,203.327,584.79,160.904
03-10-2019 9.00,778,4.148,0.005,268.478,727.365,393.699
03-10-2019 10.00,779,4.507,0.005,318.889,816.116,581.311
03-10-2019 11.00,780,4.619,0.005,348.438,844.987,681.807
03-10-2019 12.00,781,4.337,0.005,355.389,811.977,509.928
03-10-2019 13.00,782,4.368,0.005,321.045,719.329,505.188
03-10-2019 14.00,783,4.553,0.005,250.773,573.342,423.029
03-10-2019 15.00,784,4.709,0.005,153.391,383.912,273.799
03-10-2019 16.00,785,4.505,0.005,56.753,164.252,81.998
03-10-2019 17.00,786,3.926,0.005,2.572,8.744,0
03-10-2019 18.00,787,3.461,0.004,0,0,0
03-10-2019 19.00,788,2.919,0.004,0,0,0
03-10-2019 20.00,789,2.156,0.004,0,0,0
03-10-2019 21.00,790,1.575,0.004,0,0,0
03-10-2019 22.00,791,1.419,0.004,0,0,0
03-10-2019 23.00,792,1.329,0.004,0,0,0
04-10-2019 0.00,793,0.876,0.004,0,0,0
04-10-2019 1.00,794,0.297,0.004,0,0,0
04-10-2019 2.00,795,-0.217,0.004,0,0,0
04-10-2019 3.00,796,-0.722,0.004,0,0,0
04-10-2019 4.00,797,-0.875,0.004,0,0,0
04-10-2019 5.00,798,-0.92,0.003,2.856,12.291,0
04-10-2019 6.00,799,-0.53,0.003,62.323,173.543,110.249
04-10-2019 7.00,800,0.504,0.003,177.947,391.378,314.171
04-10-2019 8.00,801,1.864,0.003,297.091,578.057,645.072
04-10-2019 9.00,802,3.699,0.003,401.662,720.642,1347.551
04-10-2019 10.00,803,6.125,0.003,470.109,809.421,3337.056
04-10-2019 11.00,804,7.892,0.003,497.407,838.288,4031.725
04-10-2019 12.00,805,8.884,0.003,486.255,805.279,4054.66
04-10-2019 13.00,806,9.213,0.003,433.502,712.613,3952.74
04-10-2019 14.00,807,8.915,0.003,343.75,566.61,3684.943
04-10-2019 15.00,808,7.978,0.003,220.206,377.154,3217.622
04-10-2019 16.00,809,5.057,0.004,80.187,157.586,2184.049
04-10-2019 17.00,810,1.394,0.004,2.668,7.306,0
04-10-2019 18.00,811,0.322,0.003,0,0,0
04-10-2019 19.00,812,-0.428,0.003,0,0,0
04-10-2019 20.00,813,-1.273,0.003,0,0,0
04-10-2019 21.00,814,-2.088,0.003,0,0,0
04-10-2019 22.00,815,-2.819,0.003,0,0,0
04-10-2019 23.00,816,-3.399,0.003,0,0,0
05-10-2019 0.00,817,-3.818,0.003,0,0,0
05-10-2019 1.00,818,-4.164,0.003,0,0,0
05-10-2019 2.00,819,-4.4,0.003,0,0,0
05-10-2019 3.00,820,-4.507,0.003,0,0,0
05-10-2019 4.00,821,-4.468,0.003,0,0,0
05-10-2019 5.00,822,-4.24,0.003,4.012,10.698,27.552
05-10-2019 6.00,823,-1.531,0.003,91.418,166.864,1514.228
05-10-2019 7.00,824,1.751,0.003,257.365,384.607,2860.741
05-10-2019 8.00,825,5.121,0.003,412.867,571.308,3524.566
05-10-2019 9.00,826,7.224,0.003,534.304,713.909,3878.577
05-10-2019 10.00,827,8.477,0.003,608.52,802.676,4011.399
05-10-2019 11.00,828,9.287,0.003,630.846,831.544,4018.73
05-10-2019 12.00,829,9.684,0.003,602.233,798.539,4054.849
05-10-2019 13.00,830,9.709,0.003,522.753,705.867,3952.978
05-10-2019 14.00,831,9.317,0.003,395.489,559.832,3694.847
05-10-2019 15.00,832,8.382,0.004,237.396,370.379,3160.599
05-10-2019 16.00,833,5.177,0.005,78.529,150.959,2744.645
05-10-2019 17.00,834,1.792,0.004,2.047,6.03,0
05-10-2019 18.00,835,0.89,0.004,0,0,0
05-10-2019 19.00,836,0.351,0.004,0,0,0
05-10-2019 20.00,837,-0.14,0.004,0,0,0
05-10-2019 21.00,838,-0.592,0.004,0,0,0
05-10-2019 22.00,839,-0.931,0.004,0,0,0
05-10-2019 23.00,840,-1.26,0.004,0,0,0
06-10-2019 0.00,841,-1.638,0.004,0,0,0
06-10-2019 1.00,842,-2.005,0.004,0,0,0
06-10-2019 2.00,843,-2.242,0.004,0,0,0
06-10-2019 3.00,844,-2.406,0.003,0,0,0
06-10-2019 4.00,845,-2.63,0.003,0,0,0
06-10-2019 5.00,846,-2.744,0.003,3.228,9.26,6.121
06-10-2019 6.00,847,-0.556,0.004,82.53,160.229,1443.713
06-10-2019 7.00,848,2.429,0.004,237.865,377.833,2824.728
06-10-2019 8.00,849,5.926,0.004,386.116,564.532,3439.265
06-10-2019 9.00,850,8.657,0.004,498.637,707.153,3740.516
06-10-2019 10.00,851,10.481,0.004,566.349,795.924,3875.192
06-10-2019 11.00,852,11.567,0.004,584.94,824.791,3902.414
06-10-2019 12.00,853,12.152,0.004,553.056,791.779,3902.903
06-10-2019 13.00,854,12.287,0.004,473.083,699.106,3762.221
06-10-2019 14.00,855,11.956,0.004,353.426,553.049,3476.696
06-10-2019 15.00,856,10.926,0.005,204.981,363.596,2853.9
06-10-2019 16.00,857,8.422,0.005,61.271,144.373,2196.99
06-10-2019 17.00,858,5.995,0.005,1.309,4.909,0
06-10-2019 18.00,859,5.122,0.005,0,0,0
06-10-2019 19.00,860,4.429,0.005,0,0,0
06-10-2019 20.00,861,3.469,0.005,0,0,0
06-10-2019 21.00,862,3.192,0.005,0,0,0
06-10-2019 22.00,863,3.039,0.005,0,0,0
06-10-2019 23.00,864,2.765,0.005,0,0,0
07-10-2019 0.00,865,2.423,0.004,0,0,0
07-10-2019 1.00,866,2.139,0.004,0,0,0
07-10-2019 2.00,867,1.811,0.004,0,0,0
07-10-2019 3.00,868,1.49,0.004,0,0,0
07-10-2019 4.00,869,1.29,0.004,0,0,0
07-10-2019 5.00,870,0.814,0.004,2.135,7.967,0
07-10-2019 6.00,871,2.07,0.004,61.491,153.643,1283.16
07-10-2019 7.00,872,4.659,0.004,194.118,371.042,2691.849
07-10-2019 8.00,873,7.962,0.005,322.939,557.744,3225.196
07-10-2019 9.00,874,10.701,0.005,422.725,700.352,3545.816
07-10-2019 10.00,875,12.671,0.005,480.811,789.131,3691.234
07-10-2019 11.00,876,13.813,0.005,489.889,817.998,3719.428
07-10-2019 12.00,877,14.295,0.005,451.503,784.974,3654.561
07-10-2019 13.00,878,14.302,0.005,377.222,692.307,3403.078
07-10-2019 14.00,879,13.8,0.005,271.356,546.267,2897.35
07-10-2019 15.00,880,12.607,0.006,151.031,356.807,1879.179
07-10-2019 16.00,881,10.539,0.006,43.215,137.84,773.127
07-10-2019 17.00,882,8.828,0.006,0.741,3.934,0
07-10-2019 18.00,883,8.429,0.006,0,0,0
07-10-2019 19.00,884,7.477,0.005,0,0,0
07-10-2019 20.00,885,6.671,0.005,0,0,0
07-10-2019 21.00,886,5.988,0.005,0,0,0
07-10-2019 22.00,887,5.557,0.005,0,0,0
07-10-2019 23.00,888,4.979,0.005,0,0,0
08-10-2019 0.00,889,4.248,0.005,0,0,0
08-10-2019 1.00,890,3.753,0.005,0,0,0
08-10-2019 2.00,891,3.42,0.005,0,0,0
08-10-2019 3.00,892,3.147,0.005,0,0,0
08-10-2019 4.00,893,2.911,0.005,0,0,0
08-10-2019 5.00,894,2.676,0.004,0.859,6.811,0
08-10-2019 6.00,895,2.561,0.004,37.928,147.128,19.942
08-10-2019 7.00,896,2.671,0.004,143.184,364.252,180.083
08-10-2019 8.00,897,3.038,0.004,269.048,550.938,385.196
08-10-2019 9.00,898,3.609,0.004,374.271,693.548,669.755
08-10-2019 10.00,899,4.648,0.004,439.497,782.309,1419.885
08-10-2019 11.00,900,5.797,0.004,463.993,811.181,2195.768
08-10-2019 12.00,901,6.587,0.004,451.656,778.162,2448.472
08-10-2019 13.00,902,6.847,0.004,393.386,685.498,2273.51
08-10-2019 14.00,903,6.888,0.004,299.503,539.47,2251.229
08-10-2019 15.00,904,6.486,0.004,179.907,350.017,1366.001
08-10-2019 16.00,905,5.384,0.004,56.974,131.368,1292.508
08-10-2019 17.00,906,3.751,0.004,0.786,3.098,0
